property_id,sale_date,city,area_sqft,bedrooms,bathrooms,age_years,price,price_per_sqft,furnishing,property_type,seller_type,near_metro,parking
,2019-04-23,Bangalore,4481,4,3.0,28,6027840.0,4323,Semi-Furnished,Villa,Owner,0.0,1
PROP-005776,2021-01-14,Delhi,4117,4,1.0,25,3420328.0,11279,Furnished,Apartment,Owner,1.0,1
PROP-005777,2018-10-07,Bangalore,956,4,3.0,24,11410749.0,4501,Furnished,Office,Agent,1.0,0
PROP-005778,2018-10-05,Pune,2204,1,4.0,42,2282312.0,4042,Semi-Furnished,Apartment,Builder,0.0,1
PROP-005779,2020-04-12,Kolkata,662,3,3.0,48,4131259.0,19921,Unfurnished,Plot,Agent,0.0,2
PROP-005780,2019-04-14,Chennai,4128,3,4.0,20,11222647.0,16586,Unfurnished,Plot,Builder,0.0,0
PROP-005781,2019-12-09,Mumbai,2552,3,1.0,41,7739842.0,12530,Furnished,Apartment,Agent,1.0,1
PROP-005782,2019-10-12,Kolkata,1243,4,2.0,25,19780504.0,3924,Unfurnished,Office,Builder,0.0,1
PROP-005783,2020-09-15,Bangalore,1358,1,3.0,1,18482497.0,3896,Semi-Furnished,Apartment,Agent,1.0,0
PROP-005784,2022-07-23,Kolkata,3076,5,3.0,13,11118796.0,14827,Furnished,Plot,Owner,1.0,2
PROP-005785,2020-01-06,Delhi,1749,4,4.0,16,12261176.0,14398,Unfurnished,Office,Owner,1.0,2
PROP-005786,2019-07-09,Pune,872,3,4.0,17,15909653.0,11311,Unfurnished,Apartment,Owner,0.0,0
PROP-005787,2019-08-30,Delhi,884,2,1.0,3,17745688.0,18186,Furnished,Apartment,Builder,0.0,1
PROP-005788,2021-09-08,Kolkata,2401,1,1.0,22,2186268.0,12458,Semi-Furnished,Office,Agent,1.0,0
,2022-05-13,Chennai,2570,3,3.0,-22,3959349.0,8618,Unfurnished,Apartment,Agent,1.0,0
PROP-005790,2020-04-10,Kolkata,2107,1,3.0,12,16899079.0,5560,Furnished,Apartment,Owner,1.0,1
PROP-005791,2019-01-29,Mumbai,4967,1,4.0,3,16447701.0,7445,Semi-Furnished,Apartment,Agent,0.0,1
PROP-005792,2018-06-03,Chennai,2620,5,1.0,2,3129883.0,9956,Semi-Furnished,Plot,Agent,1.0,1
PROP-005793,2018-07-31,Pune,1710,4,2.0,18,8149919.0,13148,Unfurnished,Plot,Agent,0.0,2
PROP-005794,2019-11-03,Bangalore,4834,4,1.0,46,18809098.0,11688,Semi-Furnished,Plot,Owner,0.0,1
PROP-005795,2019-12-02,Bangalore,715,3,2.0,32,17239764.0,9645,Unfurnished,Villa,Builder,1.0,1
PROP-005796,2023-05-02,Mumbai,3231,1,3.0,27,4902885.0,13850,Unfurnished,Plot,Builder,0.0,0
PROP-005797,2018-08-07,Chennai,1104,4,2.0,45,3651375.0,6899,Furnished,Villa,Agent,0.0,0
PROP-005798,2021-07-29,Bangalore,3201,1,1.0,43,2609845.0,18767,Semi-Furnished,Plot,Owner,0.0,2
PROP-005799,2022-06-27,Kolkata,2275,5,4.0,18,8390729.0,17001,Unfurnished,Office,Builder,0.0,1
PROP-005800,2020-08-31,Pune,1731,4,1.0,4,19279296.0,17535,Furnished,Villa,Agent,0.0,2
PROP-005801,2019-07-19,Bangalore,1572,5,2.0,9,19068386.0,4146,Semi-Furnished,Plot,Builder,0.0,2
PROP-005802,2018-11-23,Pune,838,2,2.0,10,19253319.0,10192,Unfurnished,Apartment,Owner,0.0,1
PROP-005803,2021-07-04,Bangalore,3712,4,4.0,40,13256552.0,10291,Unfurnished,Plot,Owner,0.0,1
PROP-005804,2018-05-03,Chennai,1868,4,1.0,40,7025810.0,19772,Semi-Furnished,Villa,Agent,0.0,2
PROP-005805,2021-09-23,Chennai,4972,2,4.0,22,13619389.0,13604,Unfurnished,Office,Owner,0.0,2
PROP-005806,2023-05-07,Pune,1965,4,3.0,20,15176671.0,10358,Semi-Furnished,Villa,Builder,1.0,1
PROP-005807,2023-01-30,Bangalore,802,4,1.0,41,,5225,Unfurnished,Apartment,Builder,1.0,0
PROP-005808,2023-05-22,Kolkata,4755,3,1.0,35,10080622.0,7466,Furnished,Plot,Owner,1.0,1
PROP-005809,2023-01-02,Delhi,3228,2,2.0,35,14507604.0,12431,Semi-Furnished,Villa,Owner,0.0,2
PROP-005810,2018-10-18,Delhi,3421,4,3.0,41,4791901.0,10859,Unfurnished,Apartment,Agent,0.0,1
PROP-005811,2023-01-06,Delhi,4423,2,1.0,43,19440645.0,6121,Semi-Furnished,Office,Builder,0.0,0
PROP-005812,2021-01-16,Kolkata,755,4,3.0,31,13065949.0,13927,Furnished,Apartment,Owner,1.0,2
PROP-005813,2018-10-20,Pune,4086,5,3.0,37,7465623.0,13393,Furnished,Apartment,Owner,0.0,2
PROP-005814,2022-01-08,Pune,1845,5,4.0,49,6721742.0,14563,Unfurnished,Villa,Builder,1.0,2
PROP-005815,2018-05-21,Chennai,4001,1,,12,12098937.0,9678,Unfurnished,Apartment,Owner,1.0,1
PROP-005816,2019-12-01,Mumbai,908,2,1.0,4,15334787.0,5916,Furnished,Plot,Builder,0.0,2
PROP-005817,2019-10-08,Pune,2968,1,3.0,23,12617150.0,4935,Unfurnished,Plot,Owner,1.0,2
PROP-005818,2020-10-14,Delhi,1153,2,4.0,21,11274354.0,11343,Semi-Furnished,Apartment,Builder,1.0,0
PROP-005819,2019-05-25,Bangalore,620,1,1.0,43,4522545.0,15394,Semi-Furnished,Office,Agent,0.0,2
PROP-005820,2018-06-04,Bangalore,1130,2,1.0,38,15943019.0,13247,Unfurnished,Villa,Owner,0.0,2
PROP-005821,2018-05-18,Chennai,2158,4,2.0,33,19870062.0,13161,Semi-Furnished,Apartment,Owner,1.0,2
PROP-005822,2019-03-14,Kolkata,3146,1,4.0,1,18504142.0,9613,Unfurnished,Apartment,Agent,1.0,2
PROP-005823,2018-07-02,Pune,2852,3,1.0,33,12144324.0,4250,Semi-Furnished,Plot,Owner,0.0,1
PROP-005824,2018-10-26,Mumbai,4767,5,3.0,7,16760982.0,13249,Unfurnished,Office,Owner,0.0,2
PROP-005825,2020-02-16,Kolkata,2149,5,1.0,17,16485926.0,12608,Furnished,Villa,Owner,1.0,0
PROP-005826,2021-03-29,Bangalore,531,2,2.0,35,10035175.0,4949,Semi-Furnished,Plot,Owner,1.0,2
PROP-005827,2019-10-01,Kolkata,3064,5,4.0,18,18423599.0,3724,Semi-Furnished,Office,Owner,0.0,2
PROP-005828,2023-04-13,Chennai,2595,2,1.0,29,18565941.0,16856,Unfurnished,Office,Agent,0.0,1
PROP-005829,2019-01-22,Bangalore,3249,4,4.0,13,2594843.0,8824,Unfurnished,Office,Agent,1.0,0
PROP-005830,2021-04-03,Kolkata,2581,4,3.0,36,13647025.0,4007,Furnished,Office,Builder,1.0,1
PROP-005831,2022-12-02,Kolkata,1482,1,4.0,32,3690715.0,13778,Furnished,Office,Builder,1.0,0
PROP-005832,2020-09-23,Delhi,2208,5,1.0,49,2195543.0,15976,Unfurnished,Apartment,Owner,1.0,2
PROP-005833,2020-07-03,Mumbai,3077,2,2.0,20,14612965.0,11531,Unfurnished,Villa,AGENT,0.0,1
PROP-005834,2021-03-14,Mumbai,1004,5,4.0,19,10086699.0,14052,Unfurnished,Villa,Agent,1.0,1
PROP-005835,2019-01-15,Delhi,1812,4,4.0,41,16626696.0,18476,Unfurnished,Plot,Agent,1.0,2
PROP-005836,2023-05-11,Bangalore,4596,3,2.0,25,3196944.0,10560,Unfurnished,Plot,Agent,1.0,0
PROP-005837,2022-07-16,Delhi,2828,2,2.0,46,8162214.0,6011,Semi-Furnished,Villa,Agent,1.0,0
PROP-005838,2021-03-01,Mumbai,519,1,3.0,7,14145810.0,9746,Unfurnished,Apartment,Builder,0.0,2
PROP-005839,2018-11-25,Delhi,4240,1,,7,14564436.0,5785,Unfurnished,Office,Builder,0.0,1
PROP-005840,2018-03-24,Chennai,2247,4,4.0,9,9475797.0,14992,Unfurnished,Office,Owner,1.0,1
PROP-005841,2023-06-18,Chennai,967,2,4.0,6,5263400.0,18047,Unfurnished,Plot,Agent,0.0,0
PROP-005842,2019-01-06,Pune,1337,4,3.0,42,7946620.0,11224,Furnished,Plot,Agent,0.0,1
PROP-005843,2018-12-11,Chennai,1775,5,2.0,7,12295764.0,12768,Unfurnished,Office,Owner,0.0,1
PROP-005844,2022-06-02,Delhi,3443,1,2.0,40,5342772.0,5977,Unfurnished,Apartment,Owner,1.0,0
PROP-005845,2022-01-19,Chennai,3548,1,3.0,13,4570920.0,3868,Unfurnished,Plot,Agent,1.0,0
PROP-005846,2022-01-02,Bangalore,1280,3,3.0,11,8157622.0,6401,Furnished,Office,Agent,1.0,0
PROP-005847,2020-12-16,Delhi,4695,2,4.0,17,16279769.0,8055,Unfurnished,Villa,Agent,0.0,2
PROP-005848,2021-05-21,Delhi,4737,5,2.0,5,5913252.0,7805,Semi-Furnished,Apartment,Agent,0.0,2
PROP-005849,2022-11-12,Kolkata,4906,4,1.0,42,2259234.0,5388,Furnished,Office,Builder,0.0,1
PROP-005850,2020-02-04,Kolkata,4098,5,2.0,19,8102665.0,4395,Furnished,Office,Owner,0.0,2
PROP-005851,2020-03-24,Kolkata,3789,4,3.0,12,13918450.0,3691,Furnished,Villa,Owner,0.0,1
PROP-005852,2022-07-23,Kolkata,4654,5,3.0,27,16262245.0,7127,Furnished,Plot,Builder,0.0,1
PROP-005853,2022-08-16,Delhi,1795,4,1.0,19,6153423.0,9874,Unfurnished,Apartment,Builder,1.0,1
PROP-005854,2020-12-14,Chennai,4159,3,3.0,31,19185830.0,12558,Furnished,Apartment,Agent,1.0,1
,2020-11-23,Kolkata,4768,2,3.0,12,8596060.0,14269,Semi-Furnished,Office,Owner,0.0,2
PROP-005856,2018-04-21,Kolkata,3810,2,2.0,34,16759633.0,3999,Unfurnished,Plot,Agent,0.0,2
PROP-005857,2018-03-30,Bangalore,1938,3,3.0,20,13060420.0,7715,Unfurnished,Apartment,Builder,0.0,2
,2022-08-25,Kolkata,4957,1,2.0,47,6229069.0,15708,Semi-Furnished,Office,Owner,1.0,1
PROP-005859,2022-11-13,Bangalore,3754,3,1.0,47,3443325.0,10685,Unfurnished,Villa,Builder,1.0,1
PROP-005860,2021-07-14,Chennai,3899,5,1.0,41,2649724.0,19507,Furnished,Office,Owner,0.0,2
PROP-005861,2020-01-01,Mumbai,651,2,2.0,34,5692653.0,19531,Unfurnished,Apartment,Builder,0.0,1
PROP-005862,2021-05-29,Chennai,4289,2,2.0,5,5869424.0,5295,Semi-Furnished,Apartment,Agent,0.0,1
PROP-005863,2019-09-27,Delhi,1148,5,4.0,25,6273895.0,18428,Unfurnished,Plot,Builder,1.0,2
PROP-005864,2018-12-26,Mumbai,3451,3,4.0,3,2886824.0,3231,Furnished,Office,Builder,0.0,0
PROP-005865,2022-07-27,Bangalore,2220,2,2.0,46,14606794.0,14543,Semi-Furnished,Plot,Owner,0.0,2
PROP-005866,2022-09-09,Mumbai,2640,3,2.0,47,16547886.0,17339,Semi-Furnished,Office,Agent,0.0,0
PROP-005867,2019-03-17,Delhi,3491,4,4.0,29,18578840.0,8562,Semi-Furnished,Office,Owner,1.0,0
PROP-005868,2019-03-24,Chennai,1611,4,2.0,26,18376527.0,15556,Unfurnished,Apartment,Builder,1.0,1
PROP-005869,2020-03-14,Chennai,4328,1,2.0,7,11337350.0,9826,Furnished,Villa,Owner,1.0,2
PROP-005870,2019-03-15,Mumbai,1415,4,2.0,24,14492333.0,12711,Unfurnished,Villa,Builder,1.0,2
PROP-005871,2020-10-03,Pune,4516,5,2.0,15,10488418.0,16926,Unfurnished,Apartment,Builder,1.0,0
PROP-005872,2018-06-08,Mumbai,1894,5,1.0,16,11196655.0,10799,Furnished,Villa,Agent,0.0,2
,2021-12-20,Chennai,1631,2,3.0,3,17548824.0,15925,Furnished,Apartment,Owner,0.0,2
PROP-005874,2022-09-22,Mumbai,2525,4,2.0,33,13486321.0,7883,Semi-Furnished,Office,Agent,0.0,2
PROP-005875,2019-12-15,Bangalore,1328,5,2.0,45,,9277,Furnished,Apartment,Builder,1.0,2
PROP-005876,2019-01-02,Mumbai,3039,1,4.0,43,2623741.0,4596,Furnished,Apartment,Builder,1.0,0
PROP-005877,2022-05-20,Mumbai,1471,1,1.0,46,12835898.0,9064,Unfurnished,Apartment,Owner,0.0,0
PROP-005878,2019-07-15,Chennai,2430,4,2.0,36,16778795.0,3447,Furnished,Office,Agent,0.0,1
PROP-005879,2018-12-18,Bangalore,3280,5,3.0,4,8850583.0,3426,Unfurnished,Villa,Owner,1.0,1
PROP-005880,2018-11-06,Pune,4830,4,3.0,34,12279576.0,8880,Unfurnished,Plot,Owner,,2
PROP-005881,2019-06-26,Bangalore,1703,2,1.0,6,7915756.0,10431,Semi-Furnished,Plot,Builder,0.0,1
PROP-005882,2020-07-10,Kolkata,3279,4,4.0,34,3508131.0,19780,Semi-Furnished,Office,Builder,1.0,1
PROP-005883,2020-09-29,Kolkata,4764,5,2.0,18,8930165.0,16897,Unfurnished,Plot,Builder,1.0,0
PROP-005884,2018-08-28,Mumbai,4802,2,1.0,28,2402596.0,6490,Furnished,Plot,Agent,0.0,2
PROP-005885,2021-07-25,Bangalore,3662,2,2.0,42,19530576.0,19301,Unfurnished,Office,Builder,0.0,1
PROP-005886,2023-04-24,Chennai,1136,4,4.0,8,12163807.0,4799,Unfurnished,Villa,Agent,1.0,0
PROP-005887,2020-12-11,Chennai,1246,5,4.0,9,10347348.0,16208,Unfurnished,Office,Agent,1.0,1
PROP-005888,2022-01-19,Mumbai,946,2,1.0,-15,7672211.0,5930,Unfurnished,Office,Builder,1.0,0
PROP-005889,2023-02-02,Delhi,2694,1,1.0,30,7122301.0,4898,Semi-Furnished,Plot,Agent,1.0,2
PROP-005890,2021-07-14,Chennai,2546,4,1.0,11,8876523.0,12523,Unfurnished,Villa,Builder,1.0,1
PROP-005891,2019-12-04,Bangalore,1523,5,2.0,33,16592749.0,7473,Furnished,Office,Agent,0.0,1
PROP-005892,2023-02-01,Mumbai,714,1,2.0,35,10497126.0,10459,Unfurnished,Office,Owner,1.0,0
PROP-005893,2023-05-18,Bangalore,3076,1,1.0,2,12266667.0,17511,Unfurnished,Office,Owner,0.0,2
PROP-005894,2023-03-01,Chennai,3426,5,3.0,0,9409475.0,12840,Furnished,Villa,Agent,1.0,2
PROP-005895,2023-04-15,Delhi,3539,5,4.0,44,14869027.0,5155,Furnished,Plot,Owner,0.0,0
PROP-005896,2023-06-06,Chennai,3679,4,2.0,29,4663450.0,12751,Furnished,Villa,Builder,0.0,2
PROP-005897,2021-02-22,Delhi,2861,3,1.0,44,11382170.0,8587,Furnished,Apartment,Agent,1.0,1
PROP-005898,2022-01-08,Delhi,2358,2,2.0,48,11687631.0,17156,Furnished,Office,Owner,,0
PROP-005899,2021-01-19,Delhi,2794,4,1.0,15,10904926.0,14498,Semi-Furnished,Apartment,Owner,0.0,0
PROP-005900,2021-04-02,Delhi,1819,3,4.0,9,9287089.0,5767,Unfurnished,Office,Owner,1.0,2
PROP-005901,2020-01-02,Kolkata,3604,5,1.0,45,17834598.0,18942,Semi-Furnished,Office,Builder,1.0,0
PROP-005902,2022-12-20,Pune,1327,4,4.0,3,13907315.0,17083,Semi-Furnished,Plot,Owner,1.0,1
PROP-005903,2018-09-26,Delhi,4518,1,1.0,24,13215567.0,8350,Furnished,Plot,Builder,1.0,1
PROP-005904,2020-05-14,Mumbai,1806,4,2.0,36,13408963.0,11099,Furnished,Apartment,Builder,1.0,0
PROP-005905,2018-06-15,Chennai,2285,1,,35,14192475.0,19722,Furnished,Apartment,Owner,1.0,1
PROP-005906,2022-09-01,Bangalore,2679,5,1.0,14,16925475.0,14053,Unfurnished,Apartment,Owner,1.0,0
PROP-005907,2022-10-28,Chennai,4548,3,3.0,2,,8437,Semi-Furnished,Apartment,Builder,0.0,2
PROP-005908,2022-11-29,Bangalore,1228,1,1.0,24,8740129.0,4823,Unfurnished,Plot,Builder,0.0,1
PROP-005909,2023-04-30,Pune,2976,4,3.0,19,12874192.0,15435,Furnished,Plot,Agent,1.0,0
PROP-005910,2022-07-20,Mumbai,4074,1,2.0,38,19910992.0,16264,Unfurnished,Apartment,Agent,1.0,0
PROP-005911,2020-03-01,Kolkata,2390,2,4.0,40,16227789.0,11448,Furnished,Villa,Owner,1.0,0
PROP-005912,2021-03-26,Delhi,2353,5,2.0,8,6470978.0,3170,Semi-Furnished,Plot,Agent,1.0,1
PROP-005913,2021-05-31,Chennai,2362,5,4.0,28,13619004.0,3644,Semi-Furnished,Apartment,Builder,1.0,1
PROP-005914,2020-09-20,Chennai,4874,2,1.0,15,17594178.0,5469,Semi-Furnished,Office,Owner,0.0,2
PROP-005915,2023-01-08,Bangalore,1647,1,2.0,48,17271280.0,9860,Unfurnished,Villa,Builder,1.0,0
PROP-005916,2021-07-13,Pune,4465,2,4.0,26,17636808.0,13692,Unfurnished,Plot,Agent,1.0,0
PROP-005917,2022-05-29,Pune,2440,4,1.0,8,6987610.0,8978,Furnished,Villa,Builder,1.0,2
PROP-005918,2018-01-21,Mumbai,869,2,4.0,13,2522545.0,18938,Semi-Furnished,Plot,Builder,0.0,2
PROP-005919,2019-12-12,Mumbai,1738,3,3.0,8,12201678.0,16177,Unfurnished,Villa,Owner,0.0,1
PROP-005920,2020-06-14,Delhi,4012,2,4.0,30,13508386.0,4352,Semi-Furnished,Apartment,Owner,0.0,0
PROP-005921,2021-07-09,Mumbai,1596,3,2.0,40,15951709.0,7144,Semi-Furnished,Office,Agent,0.0,0
PROP-005922,2020-06-17,Chennai,4840,3,3.0,6,11946827.0,5437,Semi-Furnished,Villa,Owner,1.0,2
PROP-005923,2019-05-13,Pune,2579,3,1.0,13,11927327.0,11261,Semi-Furnished,Plot,Builder,,1
PROP-005924,2023-05-02,Chennai,1657,3,3.0,32,18696645.0,10022,Furnished,Villa,Builder,0.0,0
PROP-005925,2023-02-05,Mumbai,3069,3,1.0,45,5064174.0,19440,Unfurnished,Villa,Agent,1.0,0
PROP-005926,2018-08-02,Chennai,1423,5,1.0,4,12813242.0,8883,Unfurnished,Office,Agent,1.0,1
PROP-005927,2021-10-18,Kolkata,4461,5,2.0,9,3743486.0,5280,Semi-Furnished,Office,Owner,1.0,1
PROP-005928,2020-10-15,Chennai,3314,4,3.0,9,8502791.0,3785,Semi-Furnished,Apartment,Owner,0.0,0
PROP-005929,2021-06-24,Pune,717,3,1.0,24,13062913.0,5187,Unfurnished,Villa,Builder,1.0,0
PROP-005930,2021-06-12,Kolkata,3620,5,3.0,15,15097375.0,3892,Furnished,Office,Builder,0.0,1
PROP-005931,2020-03-22,Chennai,505,1,3.0,48,10562970.0,18875,Semi-Furnished,Office,Agent,1.0,0
PROP-005932,2021-05-16,Mumbai,1618,2,4.0,27,17058228.0,7938,Unfurnished,Plot,Agent,0.0,2
PROP-005933,2018-08-15,Mumbai,2208,3,3.0,1,4802054.0,12402,Semi-Furnished,Villa,Agent,0.0,0
PROP-005934,2020-07-31,Chennai,2867,4,1.0,4,6110155.0,6672,Semi-Furnished,Apartment,Builder,1.0,1
PROP-005935,2020-04-08,Kolkata,3549,1,2.0,28,11934550.0,12876,Furnished,Plot,Agent,0.0,2
PROP-005936,2021-03-31,Kolkata,761,1,3.0,19,6647600.0,4933,Furnished,Apartment,Agent,1.0,2
PROP-005937,2022-10-12,Kolkata,4578,2,4.0,9,-5254650.0,14344,Semi-Furnished,Office,Agent,0.0,2
PROP-005938,2022-05-17,Chennai,3944,5,1.0,25,3255718.0,6930,Unfurnished,Villa,Builder,1.0,0
PROP-005939,2019-04-30,Mumbai,3007,3,4.0,34,12301345.0,11322,Furnished,Apartment,Builder,1.0,0
PROP-005940,2018-06-14,Pune,1049,1,2.0,13,7972094.0,8708,Unfurnished,Apartment,Owner,0.0,0
PROP-005941,2020-09-05,Pune,2519,5,4.0,40,19928924.0,8393,Semi-Furnished,Apartment,Owner,0.0,1
PROP-005942,2019-07-18,Mumbai,4965,1,2.0,39,14877337.0,16263,Semi-Furnished,Office,Agent,0.0,2
PROP-005943,2018-11-12,Mumbai,2505,2,2.0,26,5789978.0,4416,Furnished,Villa,Agent,1.0,2
PROP-005944,2022-06-03,Pune,4340,1,2.0,33,12436522.0,7671,Semi-Furnished,Apartment,Builder,0.0,0
PROP-005945,2021-05-06,Kolkata,4573,4,1.0,19,18084032.0,9305,Semi-Furnished,Villa,Agent,0.0,1
PROP-005946,2019-12-01,Pune,3933,5,4.0,40,18875557.0,9579,Furnished,Apartment,Owner,1.0,1
PROP-005947,2019-11-11,Delhi,2879,4,2.0,23,14825754.0,4302,Semi-Furnished,Office,Owner,0.0,0
,2018-07-06,Bangalore,3732,3,2.0,38,15948276.0,9671,Semi-Furnished,Apartment,Owner,1.0,0
PROP-005949,2022-03-04,Kolkata,1314,1,3.0,8,2529078.0,5556,Semi-Furnished,Villa,Agent,0.0,2
PROP-005950,2021-03-03,Pune,512,4,,43,12165176.0,4597,Semi-Furnished,Office,Owner,1.0,2
PROP-005951,2019-07-03,Kolkata,695,1,4.0,4,8321657.0,12893,Furnished,Plot,Agent,0.0,2
PROP-005952,2020-10-26,Delhi,2726,5,4.0,32,3106052.0,8407,Furnished,Villa,Agent,0.0,0
PROP-005953,2022-04-01,Kolkata,2978,3,1.0,48,7681940.0,16938,Furnished,Plot,Builder,1.0,2
PROP-005954,2018-04-11,Bangalore,3123,4,1.0,12,4615518.0,19743,Semi-Furnished,Villa,Agent,0.0,0
PROP-005955,2022-04-16,Mumbai,4135,5,2.0,25,11883977.0,7136,Furnished,Apartment,Owner,0.0,0
PROP-005956,2019-08-08,Delhi,1528,2,3.0,32,5887121.0,14107,Unfurnished,Villa,Owner,1.0,0
PROP-005957,2021-03-11,Mumbai,4653,4,2.0,2,6283003.0,16822,Unfurnished,Plot,Owner,0.0,2
PROP-005958,2023-04-06,Pune,3468,2,2.0,34,15833091.0,15255,Semi-Furnished,Villa,Agent,0.0,2
PROP-005959,2022-11-11,Kolkata,1296,5,,44,12619560.0,3183,Unfurnished,Plot,Agent,1.0,2
PROP-005960,2022-05-16,Delhi,2490,5,1.0,45,7812258.0,9422,Unfurnished,Plot,Agent,1.0,0
PROP-005961,2021-06-21,Mumbai,4387,4,4.0,8,8120594.0,19545,Unfurnished,Plot,Agent,0.0,2
PROP-005962,2021-09-15,Delhi,2134,3,3.0,19,,14925,Furnished,Villa,Builder,0.0,0
PROP-005963,2021-07-16,Bangalore,4173,5,2.0,3,,8672,Semi-Furnished,Office,Owner,1.0,0
PROP-005964,2022-10-22,Chennai,3672,1,2.0,3,16851835.0,15786,Furnished,Plot,Agent,0.0,0
PROP-005965,2021-12-29,Chennai,2319,2,,5,,5182,Semi-Furnished,Apartment,Builder,0.0,0
PROP-005966,2018-03-07,Chennai,916,1,1.0,7,10650567.0,9824,Furnished,Plot,Agent,1.0,1
PROP-005967,2022-03-30,Chennai,1384,2,4.0,13,4195404.0,5448,Furnished,Plot,Agent,1.0,0
PROP-005968,2019-06-06,Kolkata,1105,5,4.0,21,,19401,Unfurnished,Plot,Owner,1.0,2
PROP-005969,2018-04-19,Mumbai,4353,1,2.0,49,12238978.0,13694,Semi-Furnished,Plot,Owner,1.0,0
PROP-005970,2021-03-01,Kolkata,4464,1,1.0,5,16755783.0,15890,Semi-Furnished,Office,Agent,1.0,1
PROP-005971,2022-12-29,Pune,894,3,4.0,34,14082154.0,4422,Semi-Furnished,Apartment,Owner,0.0,2
PROP-005972,2023-06-02,Delhi,943,2,3.0,3,10556301.0,3184,Semi-Furnished,Office,Agent,0.0,0
PROP-005973,2018-04-09,Bangalore,2942,2,1.0,-20,15742802.0,11437,Semi-Furnished,Office,Agent,1.0,1
PROP-005974,2020-07-30,Delhi,775,2,4.0,18,12358573.0,7534,Semi-Furnished,Villa,Agent,1.0,1
PROP-005975,2020-04-14,Delhi,3958,5,2.0,1,16330622.0,8619,Semi-Furnished,Villa,Builder,0.0,2
,2020-01-05,Delhi,1027,1,3.0,32,15588474.0,6538,Semi-Furnished,Apartment,Builder,1.0,2
PROP-005977,2018-10-02,Kolkata,3717,3,2.0,20,4328588.0,10827,Semi-Furnished,Plot,Owner,0.0,0
PROP-005978,2022-07-31,Chennai,4953,4,1.0,15,15659618.0,14221,Furnished,Plot,Builder,1.0,0
PROP-005979,2020-04-18,Chennai,1738,3,1.0,19,,14505,Semi-Furnished,Office,Owner,0.0,0
PROP-005980,2018-11-20,Kolkata,4535,2,1.0,5,7959100.0,4713,Semi-Furnished,Apartment,Builder,0.0,1
PROP-005981,2023-02-14,Mumbai,3704,1,2.0,33,,16264,Unfurnished,Apartment,Owner,0.0,1
PROP-005982,2018-04-08,Pune,1291,5,4.0,38,19727519.0,4980,Unfurnished,Apartment,Agent,0.0,2
PROP-005983,2018-02-27,Delhi,3883,2,1.0,47,2580455.0,14747,Semi-Furnished,Office,Agent,0.0,0
PROP-005984,2023-05-27,Delhi,4390,4,1.0,48,16201936.0,6152,Semi-Furnished,Villa,Owner,0.0,2
PROP-005985,2022-07-23,Pune,2909,2,1.0,21,10342773.0,18862,Furnished,Apartment,Builder,1.0,2
PROP-005986,2020-06-28,Kolkata,1621,3,2.0,3,10301022.0,19228,Furnished,Apartment,Builder,1.0,1
PROP-005987,2022-11-17,Mumbai,1978,5,1.0,45,,5464,Unfurnished,Villa,Agent,0.0,1
PROP-005988,2019-09-27,Pune,4010,2,1.0,7,12677366.0,16118,Furnished,Office,Owner,0.0,2
PROP-005989,2021-01-04,Bangalore,3482,4,2.0,26,2460873.0,17734,Unfurnished,Office,Agent,1.0,0
PROP-005990,2018-05-08,Bangalore,1888,4,4.0,7,18344879.0,12668,Semi-Furnished,Apartment,Builder,1.0,2
PROP-005991,2020-04-20,Mumbai,1032,2,1.0,15,7868559.0,6297,Furnished,Villa,Builder,0.0,1
PROP-005992,2023-02-24,Mumbai,4407,4,4.0,40,8326699.0,14157,Unfurnished,Plot,Builder,0.0,2
PROP-005993,2018-06-14,Chennai,2257,2,4.0,45,7507153.0,15460,Furnished,Office,Agent,1.0,2
PROP-005994,2018-04-21,Delhi,2256,3,3.0,49,9976899.0,15947,Semi-Furnished,Apartment,Owner,0.0,2
PROP-005995,2022-10-13,Pune,1984,3,4.0,14,11069991.0,3404,Semi-Furnished,Plot,Owner,1.0,2
PROP-005996,2021-09-24,Mumbai,1886,4,1.0,8,8513892.0,18647,Furnished,Apartment,Owner,1.0,1
PROP-005997,2019-01-23,Kolkata,4754,4,4.0,49,12256238.0,5496,Semi-Furnished,Office,Builder,0.0,2
PROP-005998,2023-05-03,Mumbai,3319,2,2.0,45,15700073.0,7596,Semi-Furnished,Office,Agent,1.0,1
PROP-005999,2022-11-06,Pune,3838,4,3.0,12,4556422.0,9342,Furnished,Plot,Agent,0.0,1
PROP-006000,2021-08-22,Mumbai,1108,1,,45,2886808.0,4408,Furnished,Plot,Builder,1.0,0
PROP-006001,2019-02-22,Pune,596,4,4.0,47,11368479.0,17026,Unfurnished,Apartment,Owner,1.0,0
PROP-006002,2021-08-11,Pune,4133,5,1.0,47,13055847.0,16923,Furnished,Plot,Agent,1.0,2
PROP-006003,2018-04-06,Bangalore,1138,2,4.0,23,12321892.0,7593,Semi-Furnished,Villa,Builder,1.0,1
PROP-006004,2021-06-14,Pune,887,5,3.0,37,12419107.0,7050,Unfurnished,Apartment,Builder,0.0,2
PROP-006005,2022-08-30,Delhi,1480,3,1.0,16,18888318.0,3610,Furnished,Office,Builder,0.0,2
PROP-006006,2019-03-05,Pune,2125,3,1.0,47,12117288.0,3629,Furnished,Villa,Agent,0.0,0
