sku,product_name,category,warehouse,stock_date,stock_qty,reorder_point,incoming_qty,outgoing_qty,unit_cost,stock_value,days_since_last_stock,is_low_stock,supplier
SKU-01963,Product_81,Electronics,WH-Mumbai,2023-12-05,836,29,445.0,144,449.0,294368,1,0,Supplier_73
SKU-01517,Product_390,Electronics,WH-Bangalore,2023-11-13,833,79,211.0,104,,444431,3,1,Supplier_8
SKU-00293,Product_32,Books,WH-Mumbai,2023-01-20,369,13,499.0,423,2418.0,59621,53,1,Supplier_69
SKU-01874,Product_250,Grocery,WH-Delhi,2023-05-28,76,85,488.0,201,3697.0,157734,6,0,Supplier_82
SKU-00588,Product_24,Grocery,WH-Bangalore,2023-01-08,-467,74,117.0,179,4774.0,422234,33,1,Supplier_46
SKU-00832,Product_478,Home,WH-Delhi,2023-07-29,363,54,,179,731.0,228791,18,0,Supplier_21
SKU-01767,Product_489,Grocery,WH-Chennai,2023-06-27,527,40,451.0,104,2292.0,10213,43,1,Supplier_54
SKU-00077,Product_466,Electronics,WH-Chennai,2023-04-28,813,46,431.0,362,3337.0,419949,58,1,Supplier_73
SKU-01457,Product_410,Home,WH-Delhi,2023-10-09,115,13,458.0,112,657.0,136223,87,1,Supplier_73
SKU-01885,Product_56,Apparel,WH-Bangalore,2023-01-05,247,97,368.0,355,898.0,492182,3,0,Supplier_80
SKU-00711,Product_236,Books,WH-Chennai,2024-01-04,16,24,122.0,88,1468.0,326163,57,0,Supplier_44
SKU-01983,Product_331,Books,WH-Bangalore,2023-09-15,147,19,354.0,105,1424.0,182506,26,0,Supplier_70
SKU-00519,Product_49,Grocery,WH-Delhi,2023-12-26,988,54,228.0,482,4758.0,158902,86,0,Supplier_6
SKU-00276,Product_225,Home,WH-Delhi,2024-01-06,240,38,95.0,34,266.0,109006,69,1,
SKU-01963,Product_32,Books,WH-Delhi,2023-05-10,562,57,295.0,226,4060.0,295649,60,1,Supplier_1
SKU-00174,Product_419,Electronics,WH-Chennai,2023-12-28,497,93,118.0,120,3675.0,9420,45,1,Supplier_52
SKU-00812,Product_107,Apparel,WH-Delhi,2023-02-22,271,32,130.0,164,4293.0,308834,73,0,Supplier_11
SKU-00867,Product_369,Home,WH-Chennai,2023-07-17,375,22,63.0,408,355.0,288027,48,0,Supplier_50
SKU-01379,Product_435,Books,WH-Delhi,2023-09-19,782,85,258.0,288,2833.0,1930,52,0,Supplier_91
SKU-00962,Product_283,Grocery,WH-Chennai,2023-05-04,946,77,291.0,116,994.0,440644,53,1,Supplier_72
SKU-00646,Product_475,Grocery,WH-Bangalore,2023-03-10,657,53,213.0,350,391.0,283028,63,1,Supplier_22
SKU-00898,Product_57,Apparel,WH-Bangalore,2023-12-07,875,33,4060.0,219,2401.0,358923,62,0,Supplier_59
SKU-01563,Product_236,Electronics,WH-Chennai,2023-06-21,44,16,127.0,238,943.0,472806,68,0,Supplier_84
SKU-00515,Product_345,Apparel,WH-Mumbai,2023-08-05,199,87,402.0,417,3666.0,423713,29,1,Supplier_100
SKU-01598,Product_236,Electronics,WH-Delhi,2023-10-30,442,73,,205,4302.0,297991,33,1,Supplier_41
SKU-01095,Product_174,Electronics,WH-Chennai,2023-06-25,638,34,168.0,353,4852.0,345954,46,1,Supplier_92
SKU-00224,Product_362,Electronics,WH-Delhi,2023-08-25,134,47,56.0,195,1737.0,105759,3,1,Supplier_71
SKU-01321,Product_417,Home,WH-Delhi,2023-04-13,219,24,324.0,265,144.0,208918,9,0,Supplier_3
SKU-01146,Product_86,Apparel,WH-Mumbai,2023-01-01,278,61,107.0,187,3565.0,22625,85,0,Supplier_24
SKU-01522,Product_291,Home,WH-Bangalore,2023-05-20,461,84,165.0,87,1873.0,331793,15,1,Supplier_91
SKU-01471,Product_465,Grocery,WH-Chennai,2023-07-27,146,39,458.0,372,3544.0,343603,56,0,Supplier_97
SKU-00730,Product_325,Books,WH-Delhi,2024-01-22,383,79,463.0,164,2854.0,30134,53,0,Supplier_73
SKU-00749,Product_293,Grocery,WH-Delhi,2023-10-07,105,68,317.0,93,4541.0,96349,51,0,Supplier_100
SKU-01209,Product_52,Electronics,WH-Chennai,2023-06-09,372,55,149.0,115,4468.0,326641,56,0,Supplier_29
SKU-01721,Product_129,Grocery,WH-Mumbai,2023-08-29,876,45,411.0,397,2538.0,147729,86,0,Supplier_33
SKU-00617,Product_167,Grocery,WH-Delhi,2024-01-05,559,45,227.0,8,3963.0,261634,85,1,Supplier_82
SKU-00280,Product_278,Books,WH-Chennai,2023-03-10,136,97,242.0,98,,336803,4,0,Supplier_62
SKU-00548,Product_289,Grocery,WH-Delhi,2023-04-25,659,64,51.0,131,3280.0,402996,64,0,Supplier_53
SKU-01777,Product_268,Books,WH-Chennai,2023-02-16,727,38,282.0,175,4534.0,312904,67,1,Supplier_15
SKU-01640,Product_300,Apparel,WH-Chennai,2023-05-14,326,40,63.0,111,3348.0,8410,41,1,Supplier_30
SKU-00526,Product_101,Books,WH-Mumbai,2023-06-08,170,14,240.0,50,606.0,450187,36,0,Supplier_51
SKU-00217,Product_165,Electronics,WH-Bangalore,2024-01-02,987,62,131.0,79,1584.0,270053,44,0,Supplier_81
SKU-00266,Product_306,Electronics,WH-Mumbai,2023-06-02,175,47,414.0,110,111.0,127869,19,1,Supplier_29
SKU-01576,Product_401,Books,WH-Mumbai,2023-12-14,389,20,326.0,320,-250.0,114704,50,1,Supplier_15
SKU-00761,Product_378,Grocery,WH-Bangalore,2023-12-05,222,38,39.0,279,3416.0,117007,65,0,Supplier_35
SKU-00070,Product_47,Electronics,WH-Chennai,2023-04-13,162,91,72.0,5,227.0,312244,23,0,Supplier_5
SKU-00851,Product_20,Grocery,WH-Chennai,2023-12-29,179,62,256.0,142,1173.0,317368,39,1,Supplier_34
SKU-01780,Product_428,Home,WH-Mumbai,2023-08-20,467,31,14.0,463,201.0,481083,43,0,Supplier_21
SKU-01442,Product_371,Electronics,WH-Delhi,2023-11-28,55,68,,42,,375003,33,1,Supplier_28
SKU-00214,Product_120,Grocery,WH-Chennai,2023-02-17,250,16,334.0,240,3392.0,113596,54,0,Supplier_3
SKU-01927,Product_308,Grocery,WH-Delhi,2023-01-12,662,74,378.0,388,2857.0,412091,84,0,Supplier_1
SKU-01859,Product_249,Electronics,WH-Chennai,2023-12-27,2,66,30.0,326,4060.0,221502,82,0,Supplier_6
SKU-01052,Product_16,Grocery,WH-Chennai,2023-02-16,893,48,395.0,3,4768.0,225507,37,0,Supplier_78
SKU-00735,Product_401,Home,WH-Bangalore,2023-09-21,565,88,488.0,363,1541.0,222570,70,1,Supplier_75
SKU-00066,Product_87,Apparel,WH-Mumbai,2023-01-07,142,35,422.0,313,4439.0,99545,66,1,Supplier_77
SKU-00916,Product_299,Books,WH-Delhi,2023-11-20,732,46,414.0,410,490.0,463908,68,1,Supplier_71
SKU-00949,Product_308,Grocery,WH-Chennai,2023-11-29,235,51,315.0,64,3471.0,182792,83,1,Supplier_68
SKU-00903,Product_413,Apparel,WH-Mumbai,2023-01-18,283,74,180.0,384,4466.0,50977,33,1,Supplier_57
SKU-00859,Product_353,Home,WH-Bangalore,2024-01-24,222,84,376.0,216,948.0,182763,43,0,Supplier_64
SKU-00878,Product_413,Electronics,WH-Bangalore,2023-12-30,594,80,151.0,352,2555.0,104210,69,1,Supplier_64
SKU-00323,Product_288,Books,WH-Delhi,2023-06-17,655,14,386.0,77,2831.0,394323,71,1,
SKU-01148,Product_167,Home,WH-Bangalore,2023-07-14,358,56,328.0,478,3682.0,49193,60,1,Supplier_71
SKU-00783,Product_325,Books,WH-Delhi,2023-04-22,368,14,449.0,123,2515.0,81981,6,1,Supplier_52
SKU-01943,Product_238,Home,WH-Bangalore,2023-09-29,592,70,181.0,294,4514.0,166243,55,1,Supplier_36
SKU-01327,Product_489,Grocery,WH-Mumbai,2023-02-06,769,93,461.0,109,4116.0,188731,20,0,Supplier_100
SKU-01888,Product_27,Grocery,WH-Mumbai,2023-04-08,454,80,369.0,39,4948.0,7922,23,1,Supplier_35
SKU-00482,Product_68,Grocery,WH-Bangalore,2023-06-03,927,77,277.0,191,4074.0,97228,25,0,Supplier_35
SKU-01341,Product_405,Grocery,WH-Delhi,2023-09-29,728,95,412.0,383,3925.0,269012,47,1,Supplier_83
SKU-00421,Product_230,Electronics,WH-Bangalore,2023-09-26,71,89,429.0,368,265.0,439765,56,0,Supplier_92
SKU-01136,Product_191,Electronics,WH-Bangalore,2023-01-13,263,36,465.0,238,1288.0,407234,53,0,Supplier_91
SKU-00281,Product_400,Electronics,WH-Chennai,2023-08-08,934,78,372.0,473,1297.0,367330,70,1,Supplier_36
SKU-01486,Product_379,Apparel,WH-Mumbai,2023-03-25,309,79,271.0,363,713.0,218375,39,1,Supplier_37
SKU-01123,Product_233,Home,WH-Mumbai,2023-11-18,476,97,14.0,125,4685.0,40047,40,0,Supplier_51
SKU-01688,Product_234,Home,WH-Bangalore,2023-07-20,559,48,133.0,15,1805.0,376329,13,1,Supplier_94
SKU-01368,Product_274,Apparel,WH-Mumbai,2023-02-19,156,49,82.0,255,4949.0,292259,34,1,Supplier_33
SKU-00981,Product_290,Home,WH-Chennai,2023-07-17,349,24,9.0,484,1965.0,462335,86,0,Supplier_78
SKU-01808,Product_69,Electronics,WH-Delhi,2023-12-31,584,49,198.0,359,4881.0,13523,16,0,Supplier_7
SKU-01109,Product_202,Apparel,WH-Bangalore,2024-01-26,260,97,473.0,454,4163.0,151313,73,1,Supplier_35
SKU-01463,Product_281,Grocery,WH-Bangalore,2023-11-18,190,32,4550.0,266,2811.0,120191,54,0,Supplier_24
SKU-01106,Product_129,Electronics,WH-Delhi,2023-08-12,402,78,232.0,108,1348.0,420906,83,0,Supplier_86
SKU-01367,Product_341,Home,WH-Chennai,2023-05-14,439,44,171.0,197,4304.0,332489,85,0,Supplier_66
SKU-00088,Product_114,Electronics,WH-Mumbai,2023-05-22,870,75,210.0,164,633.0,315041,7,1,Supplier_22
SKU-00082,Product_164,Home,WH-Mumbai,2024-01-08,838,49,349.0,405,2626.0,288510,27,0,Supplier_75
SKU-00605,Product_103,Grocery,WH-Delhi,2023-01-04,996,93,64.0,240,1275.0,268052,64,1,Supplier_44
SKU-00555,Product_393,Grocery,WH-Chennai,2023-03-24,41,16,228.0,131,231.0,447717,64,0,Supplier_29
SKU-00373,Product_393,Books,WH-Bangalore,2023-05-30,204,53,413.0,13,3453.0,484840,34,0,Supplier_82
SKU-00246,Product_199,Books,WH-Delhi,2023-11-11,616,25,48.0,167,4746.0,47967,73,0,Supplier_17
SKU-00647,Product_449,Apparel,WH-Chennai,2023-05-19,26,19,274.0,498,662.0,451413,10,1,Supplier_100
SKU-00354,Product_36,Books,WH-Chennai,2023-07-14,572,33,,343,4298.0,146030,15,1,Supplier_36
SKU-01679,Product_61,Electronics,WH-Delhi,2023-03-09,605,91,101.0,46,3995.0,224638,85,0,Supplier_25
SKU-00062,Product_463,Home,WH-Delhi,2023-04-25,77,44,440.0,382,1626.0,295837,43,1,Supplier_4
SKU-01897,Product_298,Grocery,WH-Mumbai,2023-03-19,0,69,420.0,376,2838.0,483634,12,0,Supplier_69
SKU-00052,Product_350,Books,WH-Mumbai,2023-03-06,363,44,494.0,145,2015.0,17237,78,0,Supplier_35
SKU-01819,Product_493,Electronics,WH-Chennai,2023-03-11,106,38,340.0,402,4794.0,40198,23,1,Supplier_21
SKU-00403,Product_380,Electronics,WH-Mumbai,2023-02-10,792,30,209.0,21,3656.0,49732,13,1,Supplier_86
SKU-01522,Product_9,Books,WH-Bangalore,2023-09-11,902,50,426.0,407,3511.0,154710,32,0,Supplier_28
SKU-00875,Product_385,Books,WH-Chennai,2024-01-18,62,47,109.0,490,3526.0,263433,62,1,Supplier_73
SKU-00226,Product_408,Apparel,WH-Chennai,2023-02-18,919,41,484.0,362,3930.0,229019,37,1,Supplier_18
SKU-00747,Product_348,Grocery,WH-Bangalore,2023-05-31,981,40,286.0,241,4638.0,48938,17,1,Supplier_24
SKU-00289,Product_323,Grocery,WH-Mumbai,2024-01-25,502,52,190.0,447,2276.0,498189,35,1,Supplier_51
SKU-01915,Product_383,Electronics,WH-Chennai,2024-02-05,747,79,134.0,491,2633.0,488193,80,1,Supplier_42
SKU-00035,Product_435,Grocery,WH-Mumbai,2024-02-01,520,92,469.0,324,3476.0,394678,68,0,Supplier_42
SKU-01129,Product_446,Apparel,WH-Chennai,2023-09-03,755,33,79.0,389,289.0,12312,31,1,Supplier_59
SKU-00712,Product_38,Apparel,WH-Delhi,2023-03-25,846,74,406.0,336,4822.0,95249,13,1,Supplier_2
SKU-01033,Product_6,Books,WH-Delhi,2023-10-07,789,43,127.0,462,3470.0,324632,61,1,Supplier_50
SKU-01051,Product_309,Apparel ,WH-Mumbai,2023-05-09,859,66,387.0,363,4497.0,399405,61,1,Supplier_46
SKU-01572,Product_89,Home,WH-Bangalore,2023-10-12,423,81,198.0,384,3458.0,225216,26,0,Supplier_98
SKU-00441,Product_97,Home,WH-Mumbai,2023-12-11,414,97,233.0,238,4296.0,119386,29,0,Supplier_43
SKU-00006,Product_230,Electronics,WH-Mumbai,2024-01-02,53,25,344.0,266,3119.0,225534,28,1,Supplier_42
SKU-00366,Product_176,Grocery,WH-Bangalore,2023-08-05,129,54,368.0,175,3379.0,7238,23,0,Supplier_54
SKU-01512,Product_284,Books,WH-Mumbai,2023-08-08,495,44,289.0,407,3731.0,356747,72,0,Supplier_34
SKU-01146,Product_35,Books,WH-Bangalore,2023-01-10,942,51,146.0,37,18.0,360096,73,0,Supplier_76
SKU-00667,Product_475,Home,WH-Chennai,2023-10-20,522,21,247.0,5,1850.0,313959,66,1,
SKU-01409,Product_395,Grocery,WH-Bangalore,2023-06-18,760,38,5.0,366,4825.0,115259,29,1,Supplier_34
SKU-01908,Product_94,Apparel,WH-Mumbai,2023-01-13,749,82,352.0,93,3993.0,254811,57,1,Supplier_45
SKU-00135,Product_82,Apparel,WH-Delhi,2023-08-15,924,65,400.0,133,3366.0,264675,36,1,Supplier_49
SKU-00274,Product_425,Electronics,WH-Chennai,2023-03-15,167,77,86.0,457,4007.0,236290,4,0,Supplier_71
SKU-01717,Product_137,Books,WH-Mumbai,2023-08-20,629,57,246.0,260,1067.0,437392,89,0,Supplier_93
SKU-01808,Product_249,Home,WH-Chennai,2023-06-12,120,90,,397,256.0,439197,83,1,Supplier_8
SKU-00073,Product_171,Electronics,WH-Mumbai,2023-08-24,883,95,,389,1155.0,225173,20,1,Supplier_60
SKU-00332,Product_51,Home,WH-Mumbai,2023-01-18,192,50,478.0,471,249.0,23436,23,0,Supplier_97
SKU-00182,Product_399,Home,WH-Mumbai,2023-08-03,609,57,370.0,345,4108.0,353764,60,0,Supplier_25
SKU-00006,Product_490,Grocery,WH-Delhi,2023-05-14,870,22,330.0,72,4212.0,75475,62,1,Supplier_93
SKU-00272,Product_189,Grocery,WH-Delhi,2023-08-07,631,91,117.0,320,4991.0,393676,38,1,Supplier_67
SKU-00974,Product_365,Apparel,WH-Delhi,2023-11-05,322,65,9.0,186,,480497,28,0,Supplier_46
SKU-01129,Product_232,Books,WH-Chennai,2023-12-07,953,57,145.0,347,1055.0,-23002,62,1,Supplier_36
SKU-01308,Product_392,Books,WH-Bangalore,2023-09-26,371,37,253.0,362,1297.0,432875,72,1,Supplier_71
SKU-00018,Product_426,Electronics,WH-Mumbai,2023-06-30,536,20,267.0,298,3401.0,-109557,45,1,Supplier_31
SKU-00638,Product_26,Electronics,WH-Mumbai,2023-12-08,252,76,66.0,445,261.0,89446,28,1,Supplier_52
SKU-01552,Product_341,Electronics,WH-Delhi,2023-10-09,132,96,289.0,477,3528.0,448670,52,1,Supplier_28
SKU-00227,Product_353,Apparel,WH-Chennai,2023-02-21,869,73,273.0,354,3078.0,413266,14,0,Supplier_97
SKU-01057,Product_435,Electronics,WH-Delhi,2023-12-09,680,97,6.0,474,2945.0,458947,42,0,Supplier_46
SKU-00891,Product_22,Books,WH-Mumbai,2023-09-05,501,64,409.0,404,2116.0,171678,17,0,Supplier_18
SKU-00689,Product_458,Books,WH-Chennai,2023-02-06,987,60,439.0,268,619.0,237245,57,1,Supplier_47
SKU-00483,Product_2,Electronics,WH-Chennai,2023-06-01,304,79,260.0,292,3615.0,117981,31,1,Supplier_61
SKU-01405,Product_351,Electronics,WH-Delhi,2024-01-06,601,68,399.0,472,1091.0,400029,76,1,Supplier_68
SKU-00671,Product_360,Apparel,WH-Delhi,2023-07-29,664,35,229.0,122,3527.0,494121,79,1,Supplier_5
SKU-00923,Product_137,Grocery,WH-Delhi,2023-11-30,339,48,439.0,1,2207.0,73441,44,0,Supplier_33
SKU-01390,Product_1,Home,WH-Bangalore,2023-11-09,422,54,103.0,354,57.0,251250,29,0,Supplier_92
SKU-00169,Product_71,Home,WH-Bangalore,2023-07-26,196,36,302.0,471,1830.0,251962,48,0,Supplier_63
SKU-00935,Product_166,Apparel,WH-Chennai,2023-01-04,854,45,345.0,70,4283.0,391020,83,0,Supplier_50
SKU-00014,Product_80,Electronics,WH-Delhi,2023-12-26,683,20,41.0,79,447.0,473975,56,0,Supplier_6
SKU-01158,Product_114,Books,WH-Chennai,2023-11-02,901,97,91.0,438,1162.0,50542,20,1,Supplier_85
SKU-01655,Product_266,Home,WH-Mumbai,2023-03-09,90,87,464.0,211,3208.0,180558,59,0,Supplier_37
SKU-00040,Product_200,Apparel,WH-Delhi,2023-11-01,409,73,460.0,268,1115.0,99231,81,0,Supplier_27
SKU-00273,Product_82,Electronics,WH-Mumbai,2023-07-23,790,67,127.0,57,1302.0,257936,72,0,Supplier_93
SKU-00390,Product_220,Apparel,WH-Delhi,2023-08-14,658,62,390.0,256,3855.0,352257,82,0,Supplier_51
SKU-01657,Product_257,Home,WH-Mumbai,2023-12-03,229,14,340.0,370,3784.0,115023,41,0,Supplier_85
SKU-00071,Product_181,Apparel,WH-Bangalore,2023-02-21,627,78,333.0,223,4311.0,151164,88,1,Supplier_82
SKU-01608,Product_476,Apparel,WH-Bangalore,2023-12-07,375,31,144.0,48,2629.0,416723,59,0,Supplier_41
SKU-00854,Product_110,Home,WH-Delhi,2023-05-09,124,19,166.0,323,1292.0,217609,38,1,Supplier_61
SKU-00958,Product_396,Electronics,WH-Chennai,2023-09-05,458,18,173.0,252,4136.0,466877,65,1,Supplier_84
SKU-00150,Product_228,Apparel,WH-Delhi,2023-02-01,646,47,237.0,437,2040.0,110100,64,1,Supplier_78
SKU-01984,Product_96,Books,WH-Chennai,,930,41,428.0,473,3353.0,49026,43,1,Supplier_69
SKU-00453,Product_471,Home,WH-Chennai,2023-02-03,711,62,371.0,203,1028.0,209130,28,1,Supplier_82
SKU-01903,Product_390,Books,WH-Delhi,2024-01-07,981,66,22.0,161,2227.0,175397,1,1,Supplier_88
SKU-00915,Product_119,Home,WH-Mumbai,2023-08-20,948,69,377.0,23,812.0,18876,14,0,Supplier_100
SKU-00687,Product_129,Electronics,WH-Bangalore,2023-03-22,53,68,136.0,391,3411.0,77112,70,0,Supplier_11
SKU-00566,Product_178,Apparel,WH-Mumbai,2023-05-10,787,74,174.0,174,373.0,185098,8,0,Supplier_7
SKU-01313,Product_384,Electronics,WH-Bangalore,2023-04-05,353,11,392.0,192,4750.0,214208,56,0,Supplier_74
SKU-00600,Product_22,Grocery,WH-Chennai,2023-06-24,673,78,377.0,4,3823.0,287445,10,0,Supplier_45
SKU-00920,Product_52,Home,WH-Bangalore,2023-11-19,138,30,383.0,441,2319.0,413686,19,0,Supplier_8
SKU-01206,Product_199,Grocery,WH-Bangalore,2023-07-21,981,81,316.0,281,1725.0,276735,78,1,Supplier_55
SKU-00051,Product_93,Electronics,WH-Chennai,2023-07-04,410,47,293.0,316,662.0,350162,29,1,Supplier_93
SKU-00020,Product_226,Home,WH-Bangalore,2023-12-31,971,66,74.0,116,1232.0,328976,73,1,Supplier_64
SKU-00830,Product_406,Books,WH-Chennai,2023-01-22,24,71,,198,293.0,231572,51,1,Supplier_94
SKU-01829,Product_264,Apparel,WH-Chennai,2023-05-11,203,56,365.0,497,3009.0,59137,51,1,Supplier_78
SKU-00234,Product_185,Grocery,WH-Delhi,2023-09-22,52,34,454.0,59,417.0,378115,7,0,Supplier_22
SKU-01628,Product_475,Books,WH-Bangalore,2024-01-26,210,24,213.0,179,563.0,207152,11,1,Supplier_45
SKU-01601,Product_424,Books,WH-Mumbai,2023-06-05,287,56,163.0,379,3813.0,455956,2,1,Supplier_7
SKU-01762,Product_303,Home,WH-Chennai,2023-02-27,788,30,314.0,137,4177.0,192805,77,0,Supplier_69
SKU-00692,Product_475,Electronics,WH-Bangalore,,780,81,133.0,99,2757.0,371838,76,1,Supplier_88
SKU-01969,Product_264,Electronics,WH-Chennai,2023-11-16,648,65,135.0,373,807.0,49529,51,1,Supplier_89
SKU-00936,Product_184,Books,WH-Bangalore,2023-03-05,825,42,337.0,265,3834.0,489673,75,0,Supplier_63
SKU-00676,Product_264,Grocery,WH-Bangalore,2023-11-14,163,17,163.0,8,1280.0,307951,19,0,Supplier_76
SKU-00301,Product_365,Apparel,WH-Delhi,2023-09-04,46,17,63.0,350,3977.0,222793,13,1,Supplier_42
SKU-01860,Product_179,Apparel,WH-Delhi,2023-10-26,769,64,74.0,258,564.0,295993,85,1,Supplier_49
SKU-01973,Product_239,Home,WH-Chennai,2023-06-07,79,70,21.0,13,1706.0,174376,5,0,Supplier_63
SKU-00608,Product_55,Home,WH-Chennai,2023-08-22,571,76,226.0,89,-2974.0,418253,21,1,Supplier_70
SKU-01225,Product_73,Grocery,WH-Delhi,2023-11-28,922,47,120.0,97,1374.0,291775,71,0,Supplier_21
SKU-01476,Product_484,Books,WH-Chennai,2023-09-11,134,46,201.0,291,3141.0,87496,26,1,Supplier_38
SKU-01905,Product_130,Books,WH-Chennai,2023-08-10,220,30,,431,1860.0,342749,4,0,Supplier_59
SKU-01138,Product_334,Books,WH-Delhi,2023-04-11,530,11,67.0,46,1252.0,330236,20,1,Supplier_100
SKU-00710,Product_30,Electronics,WH-Delhi,2023-03-12,8,13,380.0,158,423.0,337544,74,0,Supplier_37
SKU-01010,Product_292,Home,WH-Mumbai,2023-11-14,295,53,407.0,122,1112.0,12370,26,0,Supplier_4
SKU-01563,Product_377,Apparel,WH-Bangalore,2024-02-02,168,31,255.0,385,4660.0,65842,76,1,Supplier_72
SKU-00445,Product_11,Electronics,WH-Delhi,2024-02-01,245,44,361.0,415,2960.0,491436,48,1,Supplier_82
SKU-00059,Product_388,Apparel,WH-Delhi,2023-06-13,315,93,210.0,278,1266.0,429878,89,0,Supplier_63
SKU-01070,Product_456,Home,WH-Bangalore,2023-04-09,479,32,317.0,197,279.0,448024,88,1,
SKU-01323,Product_237,Electronics,WH-Mumbai,2023-10-14,473,31,17.0,377,2532.0,320115,60,0,Supplier_61
SKU-01933,Product_434,Grocery,WH-Bangalore,2023-11-14,973,24,321.0,426,4685.0,322208,59,0,Supplier_81
SKU-00117,Product_88,Books,WH-Chennai,2023-04-24,523,47,331.0,474,67.0,397320,74,0,Supplier_72
SKU-01028,Product_471,Grocery,WH-Bangalore,2023-01-26,941,52,58.0,196,584.0,433562,80,0,Supplier_62
SKU-00154,Product_322,Apparel,WH-Delhi,2023-08-22,811,53,79.0,404,3830.0,196036,41,0,Supplier_7
SKU-00369,Product_18,Apparel,WH-Chennai,2023-10-25,330,23,268.0,99,1198.0,358326,36,1,Supplier_62
SKU-00401,Product_264,Grocery,WH-Mumbai,2023-02-28,366,38,304.0,1,,90309,26,1,Supplier_54
SKU-00498,Product_230,Apparel,WH-Delhi,2023-05-05,715,15,384.0,344,4118.0,80807,1,0,Supplier_52
SKU-00770,Product_42,Books,WH-Delhi,2024-01-07,80,11,464.0,318,805.0,346136,17,1,Supplier_2
SKU-00525,Product_133,Grocery,WH-Chennai,2023-10-30,645,69,298.0,66,2530.0,74998,40,0,Supplier_84
SKU-01373,Product_8,Electronics,WH-Chennai,2023-04-29,70,59,78.0,176,1973.0,299152,11,1,Supplier_54
SKU-00875,Product_289,Electronics,WH-Chennai,2024-01-24,5,22,110.0,377,310.0,264594,37,0,Supplier_27
SKU-01827,Product_341,Home,WH-Delhi,2023-10-11,41,17,267.0,8,3406.0,129523,84,0,Supplier_46
SKU-01173,Product_290,Books,WH-Delhi,2023-01-03,699,34,120.0,153,2199.0,23139,72,1,Supplier_28
SKU-01009,Product_311,Home,WH-Chennai,2023-08-06,790,79,59.0,81,4933.0,202155,13,1,Supplier_61
SKU-01683,Product_212,Home,WH-Mumbai,2023-07-17,646,49,235.0,15,2707.0,416930,61,0,Supplier_70
SKU-00600,Product_240,Home,WH-Chennai,2023-09-24,828,78,484.0,258,1634.0,354171,50,0,Supplier_67
SKU-00509,Product_246,Books,WH-Bangalore,2023-01-22,991,18,330.0,463,-1617.0,82247,40,1,Supplier_49
SKU-00847,Product_384,Grocery,WH-Bangalore,2023-07-06,899,47,348.0,371,4574.0,70368,57,1,Supplier_25
SKU-01487,Product_234,Home,WH-Delhi,,570,98,208.0,283,4223.0,354558,38,1,Supplier_94
SKU-01964,Product_175,Apparel,WH-Mumbai,2023-02-13,221,15,248.0,300,3890.0,365503,74,0,Supplier_98
SKU-00533,Product_26,Apparel,WH-Delhi,2023-06-02,736,61,374.0,356,1126.0,89476,58,1,Supplier_33
SKU-01383,Product_473,Books,WH-Bangalore,2023-09-04,54,95,159.0,355,3161.0,172578,31,0,Supplier_79
SKU-00407,Product_365,Grocery,WH-Delhi,2023-02-04,218,59,410.0,305,863.0,32655,11,1,Supplier_92
SKU-00896,Product_171,Grocery,WH-Bangalore,2023-07-31,668,78,79.0,480,1743.0,421762,77,1,Supplier_15
SKU-00287,Product_427,Home,WH-Bangalore,2023-12-20,257,76,484.0,245,4600.0,221565,50,0,Supplier_98
SKU-00267,Product_138,Home,WH-Delhi,2023-04-25,947,44,368.0,443,4256.0,20976,50,1,Supplier_5
SKU-00297,Product_449,Books,WH-Mumbai,2023-04-30,127,80,472.0,6,4957.0,122224,21,0,Supplier_28
SKU-00748,Product_189,Grocery,WH-Mumbai,2023-11-08,977,37,457.0,151,4521.0,121073,81,1,Supplier_15
SKU-00506,Product_291,Books,WH-Chennai,2023-05-18,597,65,395.0,322,1524.0,494148,52,1,Supplier_38
SKU-00250,Product_500,Home,WH-Mumbai,2023-01-17,870,35,68.0,81,1044.0,126962,88,0,Supplier_89
SKU-00414,Product_170,Books,WH-Mumbai,2024-01-01,183,21,434.0,492,673.0,162058,60,0,Supplier_64
SKU-01298,Product_141,Books,WH-Chennai,2024-01-16,803,36,340.0,376,4716.0,389801,11,1,Supplier_44
SKU-00941,Product_3,Grocery,WH-Delhi,2023-10-20,85,60,174.0,338,2554.0,137006,18,0,Supplier_97
SKU-00940,Product_411,Grocery,WH-Mumbai,2023-02-15,530,82,90.0,126,1104.0,178726,54,0,Supplier_29
SKU-00689,Product_331,Books,WH-Chennai,2024-01-13,448,75,411.0,237,2279.0,167588,24,1,Supplier_2
SKU-01772,Product_114,Home,WH-Chennai,2023-07-28,251,64,197.0,36,1512.0,176306,4,1,
SKU-01746,Product_122,Electronics,WH-Bangalore,2023-02-11,48,12,97.0,150,3885.0,2430,71,0,Supplier_72
SKU-01892,Product_484,Electronics,WH-Delhi,2023-09-18,906,13,410.0,80,4015.0,402882,29,0,Supplier_46
SKU-00299,Product_484,Home,WH-Chennai,2023-12-09,271,60,284.0,355,137.0,67663,3,1,Supplier_10
SKU-01110,Product_321,Grocery,WH-Delhi,2023-03-21,104,65,484.0,10,2891.0,231217,27,0,Supplier_34
SKU-00560,Product_45,Apparel,WH-Chennai,2023-02-04,789,73,315.0,181,2751.0,481811,22,1,Supplier_60
