flight_id,flight_date,airline,origin,destination,scheduled_departure,actual_departure,delay_minutes,distance_km,aircraft_type,passengers,is_delayed,delay_reason,ticket_price
FL-010468,2022-08-25,Vistara,BOM,BLR,00:38,10:37,201.0,2498,A321,174,0.0,None,10233
FL-010469,2023-12-02,Vistara,BLR,BLR,16:48,11:25,164.0,1072,B787,167,0.0,Crew,10905
FL-010470,2023-10-25,Air India,,HYD,18:36,13:27,244.0,1174,A320,67,0.0,None,19898
FL-010471,2023-01-24,Vistara,HYD,BOM,21:45,14:22,260.0,582,A321,293,1.0,ATC,14646
FL-010472,2024-03-09,Air India,MAA,DEL,02:30,16:14,,985,A321,154,0.0,Crew,16370
FL-010473,2024-02-15,GoAir,BOM,BLR,01:20,08:48,-6.0,1412,B787,270,1.0,Technical,7000
FL-010474,2022-08-07,SpiceJet,HYD,DEL,15:59,14:09,246.0,1604,A321,83,1.0,ATC,8345
FL-010475,2022-11-12,GoAir,DEL,CCU,00:32,04:58,230.0,1981,A321,275,1.0,ATC,13230
FL-010476,2023-01-16,GoAir,BLR,HYD,12:05,20:10,159.0,615,A321,90,1.0,Technical,8090
FL-010477,2022-12-19,Air India,BLR,DEL,00:43,17:28,278.0,609,B787,147,1.0,None,9636
FL-010478,2024-03-02,Air India,MAA,CCU,12:54,05:05,202.0,1633,B737,233,1.0,ATC,6581
FL-010479,2022-11-21,IndiGo,CCU,BLR,14:29,22:59,174.0,2278,B737,212,1.0,Technical,19982
FL-010480,2022-07-24,IndiGo,HYD,BLR,01:05,04:46,77.0,2198,A320,166,0.0,Crew,16242
FL-010481,2023-04-22,SpiceJet,DEL,BLR,12:45,09:16,177.0,487,A321,131,1.0,ATC,15928
FL-010482,2023-02-17,GoAir,DEL,HYD,06:17,10:27,268.0,995,A320,211,0.0,ATC,2285
FL-010483,2022-07-08,Vistara,DEL,HYD,08:18,18:37,282.0,2684,A320,137,1.0,Weather,18644
FL-010484,2023-05-23,GoAir,MAA,BLR,04:08,20:06,-14.0,1986,A321,170,1.0,ATC,9220
FL-010485,2022-08-02,Air India,HYD,HYD,20:01,22:16,295.0,622,A321,68,1.0,Technical,3352
FL-010486,2024-01-05,IndiGo,HYD,MAA,22:20,16:32,35.0,871,B787,111,1.0,,14617
FL-010487,2023-04-10,IndiGo,BOM,BLR,12:22,08:20,237.0,2761,A321,169,0.0,None,12908
FL-010488,2022-03-16,IndiGo,BLR,CCU,22:39,11:09,93.0,2903,A320,247,1.0,ATC,2976
FL-010489,2023-10-07,Vistara,HYD,BLR,17:12,12:39,59.0,2173,B737,191,0.0,Crew,2547
FL-010490,2023-07-03,Vistara,BLR,BOM,01:26,18:13,220.0,1264,B787,258,0.0,Technical,17732
FL-010491,2022-08-15,IndiGo,CCU,MAA,10:29,05:33,195.0,1318,B787,55,0.0,None,3253
FL-010492,2022-10-23,SpiceJet,MAA,MAA,20:52,07:29,,1540,B737,86,1.0,Weather,19708
FL-010493,2023-08-25,Air India,BLR,BLR,07:50,03:42,,2924,A320,63,,None,12207
FL-010494,2023-12-15,Air India,BLR,BOM,00:53,20:28,279.0,2624,A320,74,0.0,Technical,11052
FL-010495,2022-08-16,IndiGo,BOM,MAA,02:32,22:59,272.0,1046,A321,77,0.0,None,17518
FL-010496,2022-06-29,Vistara,BLR,MAA,21:34,09:51,232.0,1579,A321,139,0.0,,17648
FL-010497,2022-08-26,GoAir,CCU,BOM,07:59,04:25,98.0,1924,B737,298,0.0,Weather,6108
FL-010498,2022-03-02,Vistara,MAA,BOM,12:20,14:47,271.0,1672,A321,218,0.0,Technical,11002
FL-010499,2023-10-05,Vistara,MAA,HYD,23:33,01:20,212.0,1057,A320,144,0.0,None,13300
FL-010500,2023-11-14,Vistara,BOM,CCU,18:56,10:04,208.0,2797,A321,136,1.0,,6398
FL-010501,2022-11-03,GoAir,MAA,BOM,06:45,21:39,-7.0,2680,A321,114,1.0,None,13471
FL-010502,2022-06-19,SpiceJet,DEL,BOM,04:16,07:16,172.0,2336,A321,80,0.0,Technical,10307
FL-010503,2022-05-31,SpiceJet,MAA,BOM,09:25,13:33,280.0,2435,A321,153,1.0,Crew,12864
FL-010504,2023-12-23,Vistara,BLR,CCU,21:09,03:39,-6.0,2140,B787,168,1.0,ATC,12420
FL-010505,2023-01-16,IndiGo,CCU,BOM,21:05,17:35,234.0,1894,A321,196,0.0,ATC,11003
FL-010506,2023-10-14,Air India,MAA,BOM,01:51,22:23,269.0,2932,A320,106,1.0,Crew,18149
FL-010507,2023-12-06,SpiceJet,MAA,BLR,10:48,02:51,155.0,1699,B787,192,1.0,None,11278
FL-010508,2023-12-17,SpiceJet,HYD,HYD,11:42,01:33,135.0,490,B787,229,1.0,Technical,17022
FL-010509,2022-01-31,Vistara,CCU,DEL,01:41,22:38,217.0,1758,A321,285,0.0,Weather,16394
FL-010510,2023-03-25,SpiceJet,CCU,CCU,09:31,00:44,,463,A321,288,1.0,Crew,12941
FL-010511,2023-12-20,Air India,MAA,HYD,00:47,07:53,72.0,1275,B787,75,,Crew,11272
FL-010512,2022-12-06,Vistara,MAA,CCU,13:57,02:05,49.0,2645,B737,258,0.0,Weather,15271
FL-010513,2023-09-30,GoAir,BOM,BLR,20:44,01:42,99.0,1729,B737,88,0.0,Crew,-6750
FL-010514,2022-12-13,Air India,CCU,BOM,13:02,20:58,17.0,1690,B787,111,1.0,Weather,12690
FL-010515,2022-03-16,Vistara,BLR,HYD,15:36,12:29,269.0,1712,B787,240,1.0,None,18124
FL-010516,2022-03-15,IndiGo,CCU,DEL,12:29,01:55,161.0,266,B787,296,0.0,Weather,8139
FL-010517,2022-05-30,GoAir,MAA,HYD,22:53,16:10,257.0,2076,A320,216,0.0,Technical,19529
FL-010518,2023-10-27,SpiceJet,BLR,CCU,23:25,07:14,92.0,613,B737,234,1.0,Crew,19493
FL-010519,2023-11-18,IndiGo,MAA,HYD,16:26,05:51,210.0,2633,B787,99,1.0,Weather,5816
FL-010520,2023-03-01,GoAir,HYD,BLR,03:40,16:59,277.0,2271,A321,240,0.0,Technical,5559
FL-010521,2023-07-01,IndiGo,HYD,CCU,15:51,,261.0,2228,A320,263,0.0,None,13045
FL-010522,2023-01-27,GoAir,,DEL,02:24,03:21,144.0,1692,B787,281,0.0,Weather,6981
FL-010523,2023-04-26,Vistara,BLR,BOM,00:10,19:10,142.0,281,A321,266,1.0,Weather,4537
FL-010524,2023-04-27,GoAir,CCU,DEL,02:08,,8.0,1167,B737,196,1.0,Technical,16244
FL-010525,2023-08-27,Air India,HYD,HYD,20:51,21:55,16.0,1755,A320,76,0.0,Crew,3498
FL-010526,2022-08-23,IndiGo,DEL,HYD,04:18,08:23,221.0,1691,A320,268,0.0,None,7789
FL-010527,2022-03-19,SpiceJet,CCU,BLR,10:03,14:30,-12.0,2329,A320,272,0.0,Crew,11936
FL-010528,2022-10-31,Vistara,CCU,DEL,17:27,20:27,128.0,976,A321,156,0.0,Weather,14902
FL-010529,2022-12-22,Vistara,MAA,BLR,03:52,06:05,246.0,2713,B787,177,0.0,Crew,4980
FL-010530,2022-05-12,GoAir,BOM,HYD,16:41,13:44,102.0,2860,A321,233,1.0,Weather,10403
FL-010531,2022-09-05,Vistara,CCU,BLR,04:56,18:58,262.0,2563,A320,230,1.0,ATC,2316
FL-010532,2022-03-23,SpiceJet,DEL,DEL,06:13,02:08,150.0,2792,B787,245,0.0,Crew,19505
FL-010533,2024-03-01,Vistara,BLR,DEL,02:42,12:46,161.0,2255,B787,276,0.0,Technical,15563
FL-010534,2023-10-12,Air India,BOM,CCU,12:10,19:41,259.0,1537,A321,250,1.0,Crew,13085
FL-010535,2023-11-05,GoAir,CCU,MAA,22:32,23:52,268.0,2406,A320,107,0.0,ATC,3437
FL-010536,2022-07-17,IndiGo,MAA,BLR,05:14,11:08,-20.0,1804,A320,275,1.0,Crew,12663
FL-010537,2023-01-13,Air India,MAA,BOM,06:20,03:18,39.0,1958,B787,285,1.0,,10638
FL-010538,2024-02-22,Air India,CCU,HYD,11:22,08:13,45.0,2937,A321,147,1.0,None,16060
FL-010539,2024-02-23,GoAir,DEL,MAA,04:39,08:26,68.0,670,A321,106,0.0,ATC,4993
FL-010540,2023-06-15,Vistara,CCU,BOM,13:56,,238.0,2182,A320,92,1.0,Crew,4500
FL-010541,2023-09-17,IndiGo,HYD,BOM,13:36,16:57,190.0,483,B787,253,1.0,ATC,12466
FL-010542,2023-10-17,SpiceJet,DEL,HYD,20:57,18:56,48.0,618,B787,256,0.0,ATC,2859
FL-010543,2023-01-30,GoAir,CCU,MAA,18:17,18:37,298.0,309,A321,198,0.0,None,4417
FL-010544,2023-03-31,SpiceJet,DEL,HYD,11:59,21:01,-12.0,315,A321,78,1.0,ATC,15769
FL-010545,2023-10-24,SpiceJet,DEL,CCU,22:51,07:10,246.0,1254,B787,57,0.0,Crew,2194
FL-010546,2023-11-26,Air India,BOM,BOM,04:50,00:28,145.0,873,B787,251,1.0,Weather,8475
FL-010547,2022-05-12,Air India,HYD,DEL,16:14,08:26,273.0,483,B737,250,0.0,,10247
FL-010548,2023-03-05,IndiGo,CCU,BOM,00:37,05:27,273.0,1256,B737,273,1.0,Crew,14735
FL-010549,2022-07-31,SpiceJet,HYD,DEL,00:56,16:50,-4.0,2240,A321,277,0.0,Crew,14101
FL-010550,2023-11-26,Air India,MAA,BOM,04:24,01:35,90.0,2805,A321,96,1.0,ATC,17800
FL-010551,2024-03-08,Air India,BOM,HYD,05:29,04:14,-15.0,2607,B737,100,1.0,Crew,15618
FL-010552,2022-04-19,GoAir,HYD,CCU,08:36,08:21,68.0,1707,A320,51,0.0,Weather,8044
FL-010553,2023-07-23,Air India,CCU,DEL,21:55,22:01,211.0,1723,B737,207,0.0,Crew,5253
FL-010554,2022-04-04,Vistara,BOM,HYD,16:25,07:44,0.0,1531,A320,297,0.0,None,10325
FL-010555,2023-12-27,SpiceJet,BOM,MAA,20:26,03:42,85.0,1219,A321,153,0.0,,17167
FL-010556,2024-02-26,SpiceJet,HYD,HYD,04:32,14:26,242.0,581,A321,245,1.0,Crew,16408
FL-010557,2023-11-11,GoAir,DEL,BOM,09:58,05:14,-9.0,1277,A321,169,0.0,None,8245
FL-010558,2022-04-07,SpiceJet,,CCU,09:43,20:13,183.0,464,A321,83,1.0,None,8008
FL-010559,2023-04-02,SpiceJet,HYD,BOM,20:06,09:30,279.0,2957,A321,295,0.0,Technical,12628
FL-010560,2023-10-23,Vistara,BOM,DEL,16:55,09:37,111.0,1606,A320,272,1.0,Technical,10700
FL-010561,2022-03-17,Vistara,MAA,DEL,13:04,,193.0,1230,A320,117,0.0,Weather,6651
FL-010562,2022-07-11,Vistara,HYD,HYD,17:49,16:24,143.0,2663,A320,119,0.0,ATC,19825
FL-010563,2023-12-08,SpiceJet,MAA,MAA,14:38,00:04,234.0,1838,A321,71,1.0,None,5656
FL-010564,2022-03-16,Air India,BLR,DEL,13:52,15:14,37.0,710,B737,198,,Technical,19240
FL-010565,2022-09-18,Air India,HYD,BOM,16:05,20:03,156.0,2527,A320,179,1.0,Crew,13173
FL-010566,2023-01-29,IndiGo,BOM,DEL,07:41,23:12,225.0,1829,A321,149,0.0,ATC,5672
FL-010567,2022-10-19,SpiceJet,MAA,MAA,18:11,19:10,148.0,2687,A321,172,0.0,Technical,14492
FL-010568,2022-11-22,Vistara,BOM,HYD,23:00,09:53,34.0,2374,A320,232,1.0,ATC,12226
FL-010569,2022-03-15,Vistara,DEL,BLR,02:50,06:41,38.0,1638,A320,189,0.0,ATC,4523
FL-010570,2023-08-29,IndiGo,HYD,DEL,01:50,,105.0,2112,A320,112,0.0,Weather,18573
FL-010571,2022-06-02,GoAir,DEL,BOM,21:15,10:08,249.0,1327,A321,81,1.0,Technical,9213
FL-010572,2022-01-22,Air India,BOM,BLR,00:40,12:25,198.0,1274,B737,257,1.0,Weather,4285
FL-010573,2022-10-31,SpiceJet,HYD,BLR,19:53,13:42,105.0,629,B787,81,1.0,Weather,7125
FL-010574,2022-06-04,GoAir,CCU,MAA,00:02,,72.0,2920,B737,249,0.0,ATC,5328
FL-010575,2022-09-06,Vistara,CCU,BLR,12:21,,221.0,725,B787,124,1.0,,19079
FL-010576,2023-11-14,Air India,,CCU,07:11,02:59,-16.0,2003,A320,286,1.0,Technical,9717
FL-010577,2022-03-02,Vistara,BLR,CCU,05:26,05:56,53.0,2013,B787,132,0.0,Weather,8639
FL-010578,2023-05-06,SpiceJet,BLR,CCU,04:08,01:46,102.0,1094,B787,123,0.0,ATC,9239
FL-010579,2022-06-14,Air India,HYD,CCU,09:16,22:02,43.0,1106,A321,269,0.0,Technical,6319
FL-010580,2024-03-02,Vistara,CCU,BLR,04:15,12:01,,301,A320,216,0.0,ATC,13991
FL-010581,2023-10-24,Vistara,CCU,BOM,01:26,12:31,154.0,2482,B737,236,1.0,Technical,2095
FL-010582,2022-04-18,GoAir,BOM,MAA,15:10,17:20,282.0,887,B787,251,0.0,Weather,9704
FL-010583,2023-09-19,Vistara,BOM,BLR,14:34,01:33,79.0,2458,A320,160,1.0,Crew,3321
FL-010584,2023-08-12,IndiGo,DEL,BLR,07:39,11:26,175.0,2579,A320,298,1.0,ATC,19172
FL-010585,2023-06-10,Vistara,HYD,MAA,08:57,21:17,298.0,528,A320,251,1.0,Technical,18606
FL-010586,2022-04-23,Vistara,BOM,DEL,21:38,06:33,180.0,2859,A320,88,1.0,None,10548
FL-010587,2022-08-27,Vistara,HYD,MAA,11:58,16:58,242.0,211,B787,162,0.0,None,14159
FL-010588,2023-07-08,Air India,DEL,HYD,04:45,23:57,217.0,781,A321,97,1.0,Crew,10960
FL-010589,2022-12-27,Vistara,CCU,DEL,11:14,16:06,294.0,2910,A321,140,,None,9408
FL-010590,2023-07-07,GoAir,BOM,CCU,01:18,10:30,195.0,2546,B737,159,0.0,Weather,15212
FL-010591,2023-04-05,Vistara,BOM,DEL,20:06,08:06,110.0,275,A321,59,1.0,Weather,12575
FL-010592,2022-07-03,SpiceJet,DEL,HYD,12:47,08:54,114.0,2138,A320,147,0.0,Crew,8677
FL-010593,2023-08-02,IndiGo,MAA,MAA,07:23,03:38,49.0,415,B787,99,1.0,ATC,5982
FL-010594,2022-04-26,GoAir,CCU,CCU,23:49,18:52,153.0,2203,A320,165,0.0,None,4247
FL-010595,2022-10-04,IndiGo,BLR,MAA,22:55,00:38,115.0,2287,A321,109,0.0,Technical,8986
FL-010596,2023-09-19,IndiGo,BOM,CCU,20:32,05:52,188.0,2383,A320,294,1.0,None,15173
FL-010597,2023-04-18,SpiceJet,MAA,DEL,19:41,18:57,213.0,2430,A320,67,1.0,Weather,19734
FL-010598,2023-02-13,GoAir,BLR,HYD,11:21,09:54,-15.0,1318,B737,202,0.0,Weather,17913
FL-010599,2023-05-02,SpiceJet,BOM,BLR,13:47,01:38,277.0,675,B737,204,0.0,Crew,16105
FL-010600,2023-08-24,SpiceJet,BOM,BOM,04:14,15:25,50.0,540,B787,127,0.0,Crew,11217
FL-010601,2023-10-26,GoAir,BOM,CCU,05:30,20:04,41.0,1429,B737,70,,Crew,14403
FL-010602,2023-06-05,Air India,HYD,CCU,17:52,03:44,172.0,1211,B787,203,0.0,Technical,19064
FL-010603,2024-02-23,GoAir,BOM,DEL,09:05,20:01,154.0,1773,B787,187,1.0,None,3622
FL-010604,2023-02-13,Vistara,CCU,CCU,16:02,03:23,184.0,2853,B737,249,1.0,None,3321
FL-010605,2022-10-28, SpiceJet ,CCU,BLR,22:50,08:32,143.0,731,B737,152,0.0,Weather,7766
FL-010606,2022-07-28,SpiceJet,BLR,HYD,02:30,08:44,134.0,1974,B737,163,1.0,Weather,8946
FL-010607,2022-03-08,Air India,BLR,HYD,04:22,08:07,5.0,1897,A320,67,0.0,None,3011
FL-010608,2024-01-05,IndiGo,MAA,MAA,13:28,22:48,203.0,2671,A320,89,1.0,None,7673
FL-010609,2022-11-05,SpiceJet,,BLR,07:37,03:20,2.0,587,A320,165,1.0,ATC,10898
FL-010610,2022-07-04,IndiGo,MAA,CCU,12:58,06:49,50.0,327,A320,178,1.0,Weather,10261
FL-010611,2023-12-06,IndiGo,CCU,HYD,23:25,00:57,113.0,1874,A320,216,0.0,None,14927
FL-010612,2023-08-18,IndiGo,DEL,HYD,22:06,20:40,30.0,2978,A320,232,1.0,Weather,13286
FL-010613,2022-08-26,IndiGo,BOM,HYD,15:27,05:24,-20.0,841,B737,86,1.0,Crew,14185
FL-010614,2023-01-01,Vistara,BLR,HYD,04:35,03:23,207.0,1422,A320,142,0.0,Technical,16915
FL-010615,2022-02-27,Vistara,CCU,MAA,13:22,04:07,277.0,533,A321,236,1.0,Technical,12505
FL-010616,2023-07-26,GoAir,HYD,BOM,07:50,20:50,9.0,1834,B737,240,0.0,Technical,7358
FL-010617,2022-07-09,Vistara,HYD,BOM,10:33,08:40,54.0,2214,B737,123,1.0,ATC,6430
FL-010618,2022-11-06,Vistara,BOM,DEL,02:15,15:59,64.0,667,A320,232,1.0,ATC,17938
FL-010619,2023-02-03,GoAir,DEL,CCU,02:41,15:08,115.0,1740,B737,158,1.0,Technical,2908
FL-010620,2023-10-12,SpiceJet,MAA,HYD,18:29,03:02,163.0,1255,B787,156,1.0,Weather,2309
FL-010621,2023-06-24,GoAir,MAA,BLR,07:55,00:24,40.0,1924,A321,138,1.0,None,11831
FL-010622,2022-01-31,GoAir,HYD,CCU,04:13,13:38,,2088,A320,83,0.0,Crew,12832
FL-010623,2023-12-10,IndiGo,MAA,BLR,01:28,13:15,60.0,2077,A321,270,0.0,Technical,19269
FL-010624,2022-12-30,Air India,CCU,HYD,02:37,02:50,249.0,2703,A321,297,1.0,None,16029
FL-010625,2023-10-26,SpiceJet,CCU,MAA,00:47,09:39,172.0,2231,A320,193,0.0,Technical,3194
FL-010626,2022-02-19,IndiGo,MAA,HYD,07:28,21:04,,1611,B737,269,0.0,None,5736
FL-010627,2022-07-20,IndiGo,CCU,BOM,15:21,07:50,-2.0,2249,B737,295,1.0,None,8164
FL-010628,2023-08-23,Air India,CCU,BOM,18:28,13:39,93.0,850,A320,53,0.0,Crew,6804
FL-010629,2023-10-13,SpiceJet,BLR,HYD,13:12,19:11,285.0,2114,B787,173,1.0,ATC,12769
FL-010630,2022-05-05,GoAir,BOM,HYD,02:12,14:54,60.0,1400,B787,59,0.0,ATC,18714
FL-010631,2022-01-10,IndiGo,HYD,BOM,16:12,04:09,144.0,882,B787,292,0.0,Technical,18679
FL-010632,2023-11-26,Vistara,HYD,BOM,17:48,03:52,58.0,1036,A320,251,1.0,None,10234
FL-010633,2022-07-02,IndiGo,BLR,CCU,14:34,12:11,45.0,1479,B787,80,1.0,ATC,5354
FL-010634,2022-06-01,SpiceJet,CCU,BLR,16:07,11:30,109.0,1637,B737,163,1.0,Technical,13813
FL-010635,2022-08-10,IndiGo,BLR,HYD,12:37,03:03,14.0,1587,A320,143,1.0,Crew,2488
FL-010636,2022-08-09,Air India,BLR,CCU,04:11,19:37,64.0,1447,B737,269,0.0,Crew,17679
FL-010637,2022-01-12,SpiceJet,BLR,DEL,14:36,06:25,221.0,946,A321,260,0.0,Crew,12654
FL-010638,2024-01-25,SpiceJet,MAA,BOM,08:25,11:10,256.0,2148,A320,82,1.0,Crew,6584
FL-010639,2024-01-06,SpiceJet,BOM,CCU,07:38,07:48,120.0,2270,B787,246,0.0,Technical,2510
FL-010640,2022-08-24,IndiGo,CCU,HYD,16:50,20:18,61.0,1926,A321,82,1.0,Weather,18985
FL-010641,2022-01-12,IndiGo,HYD,MAA,00:47,03:18,23.0,523,B737,241,0.0,ATC,4797
FL-010642,2022-04-14,GoAir,CCU,DEL,15:50,10:52,296.0,1922,A321,260,0.0,Weather,-17838
FL-010643,2023-06-09,Vistara,BOM,BLR,17:42,15:54,121.0,826,B787,166,1.0,Crew,5809
FL-010644,2024-01-17,GoAir,HYD,HYD,05:51,17:59,175.0,1494,B737,135,0.0,Weather,12605
FL-010645,2023-07-06,IndiGo,BOM,BLR,13:27,14:54,221.0,1906,B737,101,0.0,Technical,3764
FL-010646,2022-04-15,GoAir,DEL,BLR,23:08,01:40,139.0,1825,A320,218,0.0,Weather,13974
FL-010647,2022-03-02,Vistara,HYD,DEL,11:24,03:34,,2454,B737,117,1.0,ATC,19382
FL-010648,2023-09-08,IndiGo,,CCU,12:18,05:26,267.0,1152,B737,74,1.0,None,4242
FL-010649,2022-09-15,Air India,MAA,BLR,02:15,12:41,-5.0,1255,B787,109,0.0,Crew,3740
FL-010650,2024-01-29,SpiceJet,BOM,HYD,22:31,08:37,35.0,677,B787,298,0.0,None,18126
FL-010651,2022-02-11,IndiGo,BOM,BLR,15:09,20:29,200.0,1609,A320,192,0.0,ATC,6387
FL-010652,2023-01-14,Air India,HYD,DEL,05:53,17:06,32.0,569,A321,59,0.0,Technical,19734
FL-010653,2022-07-28,IndiGo,HYD,MAA,04:40,14:17,-5.0,1439,A320,51,0.0,Crew,13407
FL-010654,2022-02-12,Air India,BLR,DEL,21:36,03:12,-20.0,2619,B737,99,,Crew,18755
FL-010655,2023-02-10,Vistara,BOM,BLR,09:54,00:25,243.0,1071,B787,103,0.0,Technical,6968
FL-010656,2022-11-08,Vistara,BOM,MAA,18:04,04:43,17.0,1686,A320,50,1.0,None,5792
FL-010657,2022-06-13,SpiceJet,BLR,CCU,05:33,10:13,245.0,684,B737,282,0.0,Technical,17719
FL-010658,2022-02-19,GoAir,DEL,MAA,13:14,20:46,178.0,986,B737,121,1.0,Technical,4740
FL-010659,2022-09-02,GoAir,DEL,HYD,06:59,08:18,151.0,625,B787,249,0.0,Technical,9017
FL-010660,2022-11-30,IndiGo,HYD,DEL,07:15,01:59,196.0,1846,A320,278,1.0,Technical,9673
FL-010661,2022-07-13,IndiGo,MAA,DEL,17:08,00:38,289.0,1711,A321,262,1.0,,7685
FL-010662,2023-04-11,IndiGo,CCU,CCU,04:33,09:42,157.0,2050,B737,159,0.0,Weather,15614
FL-010663,2024-02-26,Air India,MAA,BOM,15:06,11:50,103.0,2983,A321,116,0.0,Weather,8753
FL-010664,2022-08-24,GoAir,BOM,CCU,12:32,11:32,208.0,1573,B787,54,1.0,Weather,15869
FL-010665,2022-01-15,SpiceJet,BLR,DEL,15:15,10:41,264.0,1317,B737,173,0.0,Technical,9074
FL-010666,2024-01-30,SpiceJet,BOM,MAA,18:12,20:50,254.0,743,A320,53,0.0,None,7876
FL-010667,2023-11-04,GoAir,HYD,BLR,05:25,08:57,151.0,2744,A320,104,1.0,Crew,17138
FL-010668,2023-11-29,IndiGo,CCU,DEL,03:32,12:41,218.0,1461,B737,225,0.0,None,2413
FL-010669,2023-11-01,IndiGo,BLR,CCU,10:06,17:18,170.0,2926,A320,209,0.0,ATC,9988
FL-010670,2022-07-16,IndiGo,BLR,BOM,07:57,12:19,73.0,1291,A320,52,1.0,ATC,5422
FL-010671,2023-08-29,SpiceJet,BOM,MAA,16:38,15:26,87.0,943,B737,213,0.0,Crew,10882
FL-010672,2022-08-13,GoAir,DEL,HYD,09:01,06:46,140.0,1001,B737,153,0.0,Weather,9788
FL-010673,2023-05-15,Vistara,BLR,DEL,15:26,11:37,26.0,1180,B787,180,0.0,Technical,18270
FL-010674,2023-10-25,IndiGo,HYD,CCU,19:02,22:50,73.0,1503,B737,86,0.0,ATC,12502
FL-010675,2023-07-07,Air India,BOM,CCU,21:54,04:05,277.0,2599,B737,257,0.0,ATC,14878
FL-010676,2022-01-25,Vistara,HYD,DEL,07:27,05:12,100.0,1395,B787,196,,,9991
FL-010677,2024-02-09,IndiGo,HYD,BOM,16:29,10:38,35.0,2294,B737,233,0.0,Weather,14684
FL-010678,2022-04-12,IndiGo,BLR,MAA,07:39,21:45,19.0,1397,A321,59,0.0,,7633
FL-010679,2023-10-09,Vistara,BOM,BLR,12:27,16:23,14.0,2552,B737,156,0.0,None,10671
FL-010680,2023-02-04,Air India,DEL,BOM,04:54,19:38,90.0,918,B737,293,1.0,None,8189
FL-010681,2023-07-11,IndiGo,BOM,CCU,07:31,20:34,73.0,1978,A320,87,1.0,Crew,3724
FL-010682,2023-12-20,IndiGo,MAA,CCU,06:20,20:26,46.0,1663,B737,224,0.0,Technical,16479
FL-010683,2024-02-01,IndiGo,BLR,BOM,14:55,,44.0,726,A320,227,0.0,ATC,6821
FL-010684,2022-06-18,SpiceJet,BOM,DEL,11:48,21:09,173.0,1673,A320,253,0.0,None,19116
FL-010685,2023-04-18,Air India,MAA,DEL,09:57,11:21,190.0,1116,B737,268,1.0,Crew,9655
FL-010686,2024-02-29,Vistara,DEL,HYD,23:12,20:24,3.0,728,B737,283,,ATC,16851
FL-010687,2022-07-04,Air India,DEL,CCU,21:36,18:30,242.0,1983,A320,171,0.0,Crew,14268
FL-010688,2022-04-06,GoAir,BOM,HYD,03:55,01:19,280.0,2473,B787,196,0.0,None,5241
FL-010689,2023-04-27,GoAir,HYD,MAA,14:41,05:41,2330.0,1497,A321,272,0.0,Technical,15764
FL-010690,2023-10-03,GoAir,MAA,DEL,15:16,01:58,217.0,535,B737,72,1.0,None,3143
FL-010691,2022-08-03,Air India,BLR,BLR,09:51,23:38,180.0,1296,A320,255,1.0,None,19839
FL-010692,2023-03-28,SpiceJet,BOM,HYD,08:10,00:26,141.0,571,B787,238,0.0,Technical,14037
FL-010693,2023-10-18,Air India,HYD,MAA,20:28,18:48,46.0,2984,A321,113,0.0,ATC,7722
FL-010694,2023-04-23,Air India,BLR,DEL,02:56,21:39,283.0,2434,A320,280,1.0,None,6502
FL-010695,2022-12-27,IndiGo,DEL,BOM,01:45,19:51,32.0,2486,B787,65,1.0,Technical,10107
FL-010696,2022-06-09,Air India,BOM,DEL,19:11,22:19,-11.0,2001,A321,258,1.0,Technical,2473
FL-010697,2023-11-22,IndiGo,BOM,DEL,19:28,09:36,228.0,1561,B787,291,0.0,Weather,17299
FL-010698,2023-03-15,Vistara,BOM,BOM,03:49,15:36,66.0,2827,A320,143,0.0,Technical,19741
FL-010699,2023-07-27,Vistara,BLR,BOM,06:38,14:52,117.0,2427,B737,121,0.0,Crew,4446
FL-010700,2022-06-20,Air India,,CCU,23:21,17:25,-5.0,1317,A320,127,0.0,ATC,5405
FL-010701,2022-01-14,GoAir,MAA,DEL,13:12,09:56,179.0,2738,B737,152,1.0,Crew,8723
FL-010702,2023-08-26,GoAir,BLR,HYD,23:17,20:20,202.0,2737,B737,104,1.0,Crew,12139
FL-010703,2023-06-16,Vistara,BLR,DEL,17:21,23:20,176.0,2613,B787,64,0.0,Technical,7934
FL-010704,2023-04-10,Vistara,MAA,BLR,07:47,01:12,159.0,854,B787,226,1.0,Weather,6806
FL-010705,2023-07-09,Vistara,MAA,BOM,11:04,04:28,-15.0,638,B737,201,1.0,ATC,15729
FL-010706,2023-08-04,SpiceJet,BOM,DEL,04:02,12:43,274.0,821,B787,140,0.0,Crew,12198
FL-010707,2023-12-28,Air India,CCU,CCU,00:57,18:55,28.0,2204,B737,72,0.0,Technical,8055
FL-010708,2022-07-06,Vistara,CCU,CCU,23:29,02:28,180.0,1796,B787,131,1.0,ATC,18735
FL-010709,2023-12-17,IndiGo,BLR,HYD,10:36,06:49,219.0,2463,A320,84,,ATC,6202
FL-010710,2023-02-10,Air India,HYD,BLR,21:25,20:14,102.0,321,B787,205,1.0,,13050
FL-010711,2022-10-12,GoAir,DEL,BLR,13:34,06:59,85.0,631,A321,96,1.0,Weather,15383
FL-010712,2023-05-28,Air India,BOM,HYD,09:43,16:08,269.0,1584,A320,118,1.0,ATC,8996
FL-010713,2023-05-18,Vistara,MAA,BOM,04:17,13:15,236.0,528,A320,56,0.0,Weather,11256
FL-010714,2022-09-14,Air India,CCU,CCU,00:50,14:54,97.0,680,A321,272,1.0,Crew,17183
