post_id,post_date,platform,author_id,content_type,likes,comments,shares,reach,impressions,engagement_rate,followers_at_post,hashtag_count,is_sponsored,sentiment
POST-00011693,2023-06-25 17:00:00,Instagram,USER-01603,Reel,75162.0,398.0,2483,205387,1517600,8.508750550542095,587186,0.0,1,Negative
POST-00011694,2023-02-16 22:00:00,TikTok,USER-00365,Text,56664.0,1462.0,2642,410048,726750,7.147131253881057,730917,29.0,1,Positive
POST-00011695,2023-01-03 16:00:00,LinkedIn,USER-01233,Story,8974.0,4621.0,6838,172396,645975,14.227323238487319,352991,19.0,0,Positive
POST-00011696,2023-08-18 05:00:00,Twitter,USER-00951,Reel,47715.0,202.0,7008,172018,1542457,7.2160658726966584,252008,25.0,0,Neutral
POST-00011697,2023-11-03 04:00:00,Instagram,USER-01276,Story,38689.0,707.0,2598,112360,540402,6.650190343838638,351745,13.0,0,Negative
POST-00011698,2023-07-25 16:00:00,Facebook,USER-00148,Story,92196.0,2942.0,5938,948089,1836164,11.465774498642931,999360,20.0,1,Positive
POST-00011699,2024-04-11 22:00:00,Twitter,USER-01189,Video,81355.0,1631.0,7138,317124,630868,5.883925517929977,880952,28.0,0,Negative
POST-00011700,2023-12-18 11:00:00,Instagram,USER-01321,Story,18838.0,637.0,8202,416428,941544,4.8599063007811,740754,11.0,0,Neutral
POST-00011701,2024-03-18 18:00:00,Twitter,USER-01922,Image,46048.0,2648.0,4119,631971,671870,12.793193595344466,256989,19.0,0,Neutral
POST-00011702,2024-05-29 14:00:00,LinkedIn,USER-01284,Story,87972.0,,3612,753313,1958858,8.935300439941868,944963,10.0,1,Positive
POST-00011703,2023-10-15 19:00:00,Facebook,USER-00086,Reel,90954.0,900.0,7884,9207,432155,9.083358318487726,381757,29.0,1,Negative
POST-00011704,2023-06-29 03:00:00,Instagram,USER-01578,Video,43671.0,1832.0,7462,884876,444453,11.494260736411837,528561,5.0,1,Positive
POST-00011705,2023-01-31 01:00:00,LinkedIn,USER-01861,Video,74676.0,4271.0,6012,743253,211521,13.131783351908357,213175,2.0,1,Neutral
POST-00011706,2023-04-14 12:00:00,LinkedIn,USER-01954,Video,73385.0,1432.0,4942,99513,722253,4.095699233212899,400403,1.0,0,Neutral
POST-00011707,2023-04-22 19:00:00,TikTok,USER-00150,Reel,5952.0,167.0,5733,989845,1500745,8.304314181184969,952378,6.0,1,Positive
POST-00011708,2024-04-18 14:00:00,Instagram,USER-00095,Video,84758.0,4874.0,6424,117535,829957,1.3365166888520048,797048,26.0,1,Positive
POST-00011709,2024-03-07 07:00:00,TikTok,USER-00840,Video,48759.0,2419.0,6521,197053,181446,12.319206109316292,764426,1.0,1,Positive
POST-00011710,2024-01-08 14:00:00,TikTok,USER-00322,Story,90639.0,2985.0,179,843791,1368641,12.513440122811964,981337,3.0,1,Neutral
POST-00011711,2023-10-30 05:00:00,LinkedIn,USER-01350,Text,95570.0,2805.0,2700,898161,772138,10.094101543331206,297730,8.0,0,Neutral
POST-00011712,2023-12-26 02:00:00,TikTok,USER-01108,Text,88040.0,1294.0,3284,657926,342677,0.9018299799182738,409312,23.0,1,Positive
POST-00011713,2023-10-05 09:00:00,Facebook,USER-01913,Story,17507.0,1713.0,7947,140276,781289,10.908190529454703,702796,10.0,0,Negative
POST-00011714,2023-09-12 20:00:00,Twitter,USER-00741,Text,32400.0,2380.0,9664,966385,511989,14.069426663549706,75898,4.0,0,Positive
POST-00011715,2023-06-10 21:00:00,Facebook,USER-01678,Reel,44856.0,3985.0,1798,898478,1738339,9.157175673253409,278089,21.0,1,Neutral
POST-00011716,2024-01-07 01:00:00,LinkedIn,USER-01859,Story,43361.0,3799.0,2700,713795,211475,7.700849985607646,961039,27.0,1,Positive
POST-00011717,2023-06-26 14:00:00,Instagram,USER-01520,Text,436.0,2060.0,8820,224391,500148,13.875110838273402,867858,29.0,0,Positive
POST-00011718,2023-10-07 03:00:00,LinkedIn,USER-01631,Story,42945.0,3611.0,2767,62930,1864080,3.9503479993849884,96576,21.0,0,Neutral
POST-00011719,2023-10-16 18:00:00,Facebook,USER-00161,Reel,75654.0,4889.0,9780,516768,372368,0.3863581292845436,457546,9.0,1,Neutral
POST-00011720,2024-07-04 07:00:00,Facebook,USER-01336,Story,45870.0,2437.0,5128,476122,1893133,10.268292226546956,444735,2.0,1,Positive
POST-00011721,2024-01-21 10:00:00,Twitter,USER-01704,Reel,93465.0,209.0,1130,27159,286498,1.7119046109370477,616722,24.0,0,Neutral
POST-00011722,2024-03-10 17:00:00,Instagram,USER-01470,Text,89312.0,,7448,447893,1051506,7.325244296148312,962858,19.0,1,Negative
POST-00011723,2023-02-08 17:00:00,Facebook,USER-00943,Video,,1949.0,164,824913,1912228,13.087719543494137,480334,26.0,1,Positive
POST-00011724,2023-10-02 15:00:00,Twitter,USER-00788,Text,45766.0,445.0,4664,529743,1969558,7.345268704866666,791227,13.0,0,Neutral
POST-00011725,2023-12-27 12:00:00,Twitter,USER-01274,Text,49446.0,3490.0,3862,423912,363514,0.4675761023549563,787889,16.0,1,Neutral
POST-00011726,2023-07-25 03:00:00,Facebook,USER-01588,Reel,51431.0,4698.0,6537,319191,255469,10.167439177356256,255408,2.0,1,Neutral
POST-00011727,2024-01-23 10:00:00,TikTok,USER-00822,Video,62339.0,4683.0,4171,344864,746123,11.733219099747929,374359,19.0,1,Negative
POST-00011728,2023-02-13 04:00:00,TikTok,USER-01733,Image,,1252.0,9830,11628,802303,6.291932106795233,156260,18.0,0,Negative
POST-00011729,2023-12-16 00:00:00,Twitter,USER-00371,Video,27231.0,540.0,4698,572439,1999694,12.092151940325644,804831,23.0,1,Neutral
POST-00011730,2023-05-24 10:00:00,TikTok,USER-01078,Story,80389.0,3088.0,7190,925391,1847108,9.684836487446432,814636,10.0,0,Neutral
POST-00011731,2023-04-30 09:00:00,Twitter,USER-00927,Story,87443.0,4266.0,459,891697,1254447,1.061012684087057,676693,28.0,0,Negative
POST-00011732,2023-12-11 20:00:00,Facebook,USER-01126,Reel,3256.0,4247.0,6853,981670,782320,8.056926120140808,836114,26.0,0,Neutral
POST-00011733,2024-07-07 18:00:00,Facebook,USER-01809,Reel,4191.0,3844.0,2843,244042,706890,2.6051511215770833,573310,24.0,0,Positive
POST-00011734,2023-06-06 15:00:00,TikTok,USER-00360,Video,1879.0,3341.0,5106,859773,1685001,2.3237977885523806,383129,0.0,1,Neutral
POST-00011735,2023-02-10 18:00:00,Twitter,USER-01822,Text,18951.0,1424.0,4385,649795,36421,9.337695079910077,315579,18.0,1,Positive
POST-00011736,2024-01-27 05:00:00,Facebook,USER-00084,Image,28222.0,1028.0,2588,945736,26741,1.8523311839582335,612387,28.0,0,Negative
POST-00011737,2024-07-11 16:00:00,LinkedIn,USER-01574,Text,87690.0,2821.0,5194,233530,494207,9.373198603869191,730580,23.0,1,Negative
POST-00011738,2024-02-23 05:00:00,Instagram,USER-01801,Reel,76209.0,1538.0,9021,759921,1506438,2.8978200494854542,967708,20.0,1,Positive
POST-00011739,2023-10-12 08:00:00,LinkedIn,USER-01306,Video,95247.0,857.0,4303,495379,903058,5.940227691763591,139648,,1,Negative
POST-00011740,2023-06-25 10:00:00,Twitter,USER-01327,Video,4457.0,4652.0,3513,702775,1894799,12.02195782102811,183805,13.0,0,Positive
POST-00011741,2024-04-06 09:00:00,Twitter,USER-00117,Text,82709.0,4980.0,389,350625,1788080,10.986079225366792,932542,0.0,1,Negative
POST-00011742,2024-06-01 07:00:00,TikTok,USER-01912,Video,32343.0,1891.0,1868,515819,1000566,6.213183795655822,798760,26.0,0,Neutral
POST-00011743,2024-01-16 13:00:00,Facebook,USER-00469,Video,85091.0,3181.0,5185,430039,273770,1.2749958146008806,875281,0.0,0,Negative
POST-00011744,2024-07-02 18:00:00,LinkedIn,USER-00382,Video,46411.0,99.0,203,267360,1775058,10.45193846593206,264118,20.0,1,Neutral
POST-00011745,2024-07-23 21:00:00,TikTok,USER-00488,Reel,80766.0,2047.0,3294,598959,1349963,14.15900889158989,107024,29.0,1,Negative
POST-00011746,2024-08-10 18:00:00,Instagram,USER-00777,Reel,83770.0,513.0,8565,-85791,710775,6.345043505779243,331548,18.0,0,Positive
POST-00011747,2023-10-29 03:00:00,TikTok,USER-00461,Image,42150.0,899.0,464,567625,478479,4.171835648122751,60305,5.0,1,Positive
POST-00011748,2024-08-06 16:00:00,LinkedIn,USER-01281,Video,25003.0,1607.0,8010,343648,1180966,13.267126424886348,227999,26.0,1,Positive
POST-00011749,2023-08-27 19:00:00,Instagram,USER-01973,Image,7383.0,4875.0,104,824673,315226,11.5913485534559,522454,18.0,0,Positive
POST-00011750,2024-04-21 11:00:00,Facebook,USER-00865,Reel,45753.0,1554.0,5652,732455,1730735,8.675086495716775,676404,20.0,0,Negative
POST-00011751,2024-06-27 09:00:00,Facebook,USER-00469,Image,10568.0,3654.0,5774,423339,1514851,10.677563273102571,767010,15.0,0,Neutral
POST-00011752,2023-12-24 08:00:00,Instagram,USER-01838,Video,75666.0,4385.0,6710,605049,197620,12.707282520413191,413608,28.0,0,Negative
POST-00011753,2024-06-13 07:00:00,Twitter,USER-01863,Text,57802.0,4768.0,2513,894668,12918,8.576896789286327,352435,12.0,0,Positive
POST-00011754,2024-06-04 11:00:00,Facebook,USER-01650,Text,97845.0,4903.0,5852,434054,664726,4.242185442967872,334627,26.0,1,Positive
POST-00011755,2023-02-13 02:00:00,TikTok,USER-00557,Text,84962.0,3318.0,1670,218876,466068,5.997884763163397,401892,6.0,0,Negative
POST-00011756,2023-11-16 15:00:00,LinkedIn,USER-00745,Reel,54205.0,4556.0,3134,498973,602385,9.751441921863185,282825,22.0,1,Negative
POST-00011757,2024-08-16 11:00:00,Twitter,USER-01380,Story,73957.0,3268.0,3262,673034,122699,11.057427391887027,486675,20.0,0,Negative
POST-00011758,2023-09-06 15:00:00,TikTok,USER-00417,Reel,62039.0,870.0,1360,588148,1667167,8.998232142752155,244651,,1,Neutral
POST-00011759,2023-08-10 01:00:00,Instagram,USER-00739,Story,30268.0,2563.0,3350,556295,1110613,7.599174578530131,869392,25.0,0,Positive
POST-00011760,2024-08-12 03:00:00,TikTok,USER-00129,Text,52231.0,1877.0,466,381996,1919378,8.62997787452956,692752,15.0,0,Negative
POST-00011761,2024-07-09 21:00:00,Facebook,USER-00178,Reel,61970.0,595.0,1839,977120,1596195,3.880279881325856,167585,27.0,0,Negative
POST-00011762,2024-06-17 01:00:00,Twitter,USER-00508,Story,651.0,260.0,9356,217164,559527,11.134416135499249,633979,28.0,0,Negative
POST-00011763,2024-06-21 18:00:00,Facebook,USER-00569,Story,43480.0,53.0,9047,406797,843157,4.245731636577204,26409,7.0,0,Positive
POST-00011764,2023-01-09 18:00:00,LinkedIn,USER-00638,Image,,3801.0,791,988922,1424348,4.067219201580017,358545,18.0,1,Neutral
POST-00011765,2024-04-18 09:00:00,Instagram,USER-00102,Video,46269.0,632.0,7669,36352,223239,6.381310198253244,70402,24.0,1,Negative
POST-00011766,2024-05-01 04:00:00,LinkedIn,USER-00185,Video,79367.0,,7237,321933,197601,1.0529061782082398,542490,8.0,0,Negative
POST-00011767,2023-11-10 20:00:00,LinkedIn,USER-00055,Image,31036.0,3658.0,9294,305173,1860574,5.771114421006897,491014,29.0,0,Negative
POST-00011768,2023-09-12 22:00:00,TikTok,USER-01185,Video,30168.0,1249.0,135,436261,1887254,3.9646023064892297,890005,14.0,1,Positive
POST-00011769,2023-01-11 03:00:00,LinkedIn,USER-01603,Video,78504.0,2100.0,2842,826673,1344158,0.3756196107873533,366828,0.0,1,Positive
POST-00011770,2023-08-30 22:00:00,LinkedIn,USER-01194,Image,37769.0,594.0,4793,656182,494939,8.98623328654421,382126,16.0,0,Positive
POST-00011771,2023-10-21 20:00:00,Instagram,USER-00126,Image,29168.0,1551.0,9993,470095,1124790,5.4033486865312765,882793,5.0,0,Neutral
POST-00011772,2024-08-11 14:00:00,Facebook,USER-00610,Story,92630.0,4873.0,8951,328233,1188102,5.927600036543394,466729,4.0,0,Neutral
POST-00011773,2023-05-18 05:00:00,Twitter,USER-00418,Text,60290.0,4453.0,3601,768749,450872,0.02136286427967482,945320,20.0,1,Negative
POST-00011774,2023-08-07 11:00:00,Facebook,USER-00617,Image,94671.0,2767.0,6729,473075,744995,8.092515938424645,5604,11.0,1,Negative
POST-00011775,2023-10-12 18:00:00,LinkedIn,USER-00248,Story,93576.0,457.0,7186,530211,413978,4.317608862821651,815081,11.0,1,Negative
POST-00011776,2024-07-26 01:00:00,Twitter,USER-01393,Image,28163.0,4481.0,8566,271184,1602609,6.873623337190801,467000,18.0,0,Negative
POST-00011777,2023-06-08 13:00:00,Instagram,USER-01806,Reel,56997.0,2456.0,8503,264738,1453,1.6096047976416772,546220,22.0,1,Neutral
POST-00011778,2024-02-06 05:00:00,Twitter,USER-00722,Video,28587.0,3246.0,9366,959106,1760691,4.900926774703269,176636,3.0,0,Positive
POST-00011779,2023-07-11 20:00:00,Instagram,USER-01552,Image,91826.0,1284.0,9732,529962,1649199,6.175200909798634,255281,22.0,1,Neutral
POST-00011780,2024-01-06 12:00:00,Facebook,USER-00927,Story,40288.0,2439.0,5662,104182,882088,12.528625472490134,157273,17.0,1,Negative
POST-00011781,2023-01-19 07:00:00,Twitter,USER-01317,Image,76090.0,4465.0,7419,88734,207145,0.5281614598277012,680991,13.0,0,Positive
POST-00011782,2023-05-01 17:00:00,Twitter,USER-01813,Story,76388.0,2509.0,5944,621970,1655531,10.28432859936367,683733,29.0,0,Neutral
POST-00011783,2023-12-23 02:00:00,LinkedIn,USER-01165,Video,30742.0,1017.0,7137,412757,1370561,7.095435509422911,431318,9.0,1,Neutral
POST-00011784,2023-08-07 19:00:00,LinkedIn,USER-01760,Story,98458.0,4915.0,3388,753391,1749085,1.9029861067112024,607152,20.0,0,Neutral
POST-00011785,2024-08-09 04:00:00,LinkedIn,USER-00654,Text,59854.0,4836.0,9091,377212,1964645,7.058937328687388,524037,21.0,1,Positive
POST-00011786,2023-08-12 04:00:00,Instagram,USER-01812,Text,64068.0,673.0,4832,976108,356615,12.345798194260803,870978,15.0,1,Positive
POST-00011787,2024-01-06 13:00:00,Twitter,USER-00494,Image,25082.0,4089.0,8209,136211,588398,10.779401507500488,48563,12.0,0,Neutral
POST-00011788,2024-08-16 04:00:00,Instagram,USER-01234,Video,34722.0,2939.0,1588,517193,728893,2.4475527597221496,547022,2.0,0,Neutral
POST-00011789,2023-09-04 07:00:00,LinkedIn,USER-00860,Reel,55030.0,3435.0,6222,768369,872466,10.689521483536003,361375,28.0,1,Negative
POST-00011790,2023-08-22 13:00:00,TikTok,USER-01165,Image,52579.0,502.0,5091,841149,219293,12.355642885387628,234931,25.0,1,Neutral
POST-00011791,2023-12-26 03:00:00,LinkedIn,USER-01070,Text,65740.0,3562.0,1004,617994,619758,7.743482019469174,30711,26.0,0,Neutral
POST-00011792,2023-03-09 00:00:00,LinkedIn,USER-00544,Video,20160.0,1634.0,7161,21628,225886,8.286652453842025,140740,4.0,0,Neutral
POST-00011793,2024-06-20 20:00:00,TikTok,USER-00225,Image,27391.0,4564.0,7907,830155,1914192,5.765566545100155,949882,20.0,1,Neutral
POST-00011794,2023-11-21 23:00:00,Facebook,USER-00615,Reel,95203.0,423.0,182,2820,758639,7.562813097996427,27955,6.0,1,Neutral
POST-00011795,2024-07-21 19:00:00,LinkedIn,USER-00004,Reel,12160.0,,6853,34352,698967,11.80117338274371,41846,7.0,0,Positive
POST-00011796,2024-03-04 23:00:00,Instagram,USER-01217,Image,86194.0,3023.0,7523,749579,1088666,5.9383217478603365,81728,28.0,0,Neutral
POST-00011797,2023-06-03 07:00:00,LinkedIn,USER-01969,Image,54250.0,2994.0,7455,448488,1521856,4.543708498543336,970691,15.0,0,Negative
POST-00011798,2024-03-08 07:00:00,LinkedIn,USER-00318,Image,65516.0,362.0,2250,618485,959946,1.2094808853662575,846617,14.0,0,Positive
POST-00011799,2024-03-21 22:00:00,Instagram,USER-00757,Reel,61227.0,2117.0,2405,377197,365002,9.123680573255964,402086,2.0,1,Negative
POST-00011800,2023-05-13 03:00:00,LinkedIn,USER-01041,Text,47420.0,3923.0,6770,794026,103164,8.389678650738704,303725,9.0,0,Positive
POST-00011801,2024-03-24 16:00:00,TikTok,USER-00567,Image,83138.0,2818.0,4027,444643,910325,7.581157408562795,799933,21.0,1,Negative
POST-00011802,2023-01-05 04:00:00,LinkedIn,USER-01827,Reel,94512.0,602.0,4182,31238,973254,13.421089699048908,128814,22.0,0,Negative
POST-00011803,2023-08-08 06:00:00,Twitter,USER-00078,Reel,69490.0,3212.0,5830,922999,42554,4.746498092412269,516301,24.0,1,Positive
POST-00011804,2023-05-13 01:00:00,Twitter,USER-00871,Story,1028.0,,8579,650497,949410,3.8359619525364677,594040,6.0,0,Negative
POST-00011805,2024-07-25 15:00:00,Facebook,USER-01999,Video,78662.0,3667.0,253,453502,331450,13.713989590220061,188014,12.0,1,Neutral
POST-00011806,2023-03-01 03:00:00,LinkedIn,USER-00587,Image,63728.0,2532.0,2867,891850,1117615,8.231219047656975,833362,9.0,1,Neutral
POST-00011807,2023-11-13 15:00:00,Instagram,USER-01937,Video,90783.0,4166.0,9992,929669,1217574,4.358917471899331,505724,19.0,0,Negative
POST-00011808,2024-05-09 10:00:00,TikTok,USER-01861,Reel,25766.0,819.0,3098,544211,693635,6.585767016536371,760353,9.0,0,Neutral
POST-00011809,2023-10-18 00:00:00,LinkedIn,USER-01401,Story,14068.0,4579.0,1886,111709,1339362,10.883921091207915,590123,28.0,1,Negative
POST-00011810,2023-12-17 13:00:00,Instagram,USER-00641,Image,23637.0,3612.0,3248,169161,58133,7.214304298832375,621202,1.0,1,Negative
POST-00011811,2023-02-22 14:00:00,LinkedIn,USER-01851,Story,50159.0,4365.0,531,329769,68412,13.42346523820293,219412,1.0,1,Neutral
POST-00011812,2023-11-06 03:00:00,Facebook,USER-00587,Reel,45201.0,4067.0,5416,301029,1130665,1.3992655189277503,963149,3.0,0,Neutral
POST-00011813,2023-01-24 01:00:00,Twitter,USER-01568,Story,44321.0,2330.0,3263,337778,753269,0.8998670804577946,655770,2.0,0,Neutral
POST-00011814,2024-04-25 22:00:00,TikTok,USER-00738,Image,90230.0,500.0,3761,629074,181003,9.2534908003468,273666,,0,Neutral
POST-00011815,2023-11-30 07:00:00,LinkedIn,USER-00485,Text,59828.0,3268.0,6139,459343,71677,4.585895388966625,547089,24.0,1,Positive
POST-00011816,2024-02-25 09:00:00,Instagram,USER-01056,Text,12687.0,,4267,961106,368136,11.25439933699524,147293,8.0,0,Positive
POST-00011817,2023-11-27 22:00:00,TikTok,USER-00609,Image,84707.0,2025.0,6117,926447,994915,2.056936152627604,514646,23.0,1,Negative
POST-00011818,2023-08-29 10:00:00,Instagram,USER-00621,Image,56423.0,3167.0,2730,587594,480653,9.297730436694902,868340,27.0,0,Positive
POST-00011819,2023-06-22 06:00:00,Twitter,USER-01585,Story,66254.0,4814.0,9153,800590,1393778,7.746743433580188,480818,7.0,0,Negative
POST-00011820,2023-03-20 09:00:00,Instagram,USER-00174,Reel,15711.0,3066.0,805,-737805,1887309,0.48950455531865666,813386,12.0,1,Negative
POST-00011821,2024-07-08 21:00:00,Facebook,USER-00631,Reel,37681.0,4157.0,7072,591840,339699,13.37195464392251,837307,9.0,0,Negative
POST-00011822,2023-11-24 07:00:00,Instagram,USER-00136,Video,99594.0,4554.0,3425,922067,84791,13.106262806963379,242688,5.0,0,Positive
POST-00011823,2024-04-29 04:00:00,Instagram,USER-01854,Video,84490.0,4149.0,9255,154931,1150487,12.438245879751268,628243,25.0,1,Neutral
POST-00011824,2023-03-04 05:00:00,Twitter,USER-00949,Text,94593.0,2949.0,4779,133495,461969,10.576101150049166,510115,20.0,1,Neutral
POST-00011825,2023-11-04 14:00:00,LinkedIn,USER-01665,Image,84312.0,1781.0,464,195700,345507,14.901857964127043,625134,27.0,0,Neutral
POST-00011826,2023-06-08 21:00:00,LinkedIn,USER-01052,Reel,27418.0,717.0,4177,212385,633076,7.888652756212885,450537,7.0,0,Negative
POST-00011827,2023-09-30 08:00:00,Instagram,USER-00042,Image,57079.0,2297.0,5609,512634,975365,3.4524493902965196,562337,27.0,1,Neutral
POST-00011828,2023-08-16 16:00:00,TikTok,USER-00337,Video,64835.0,2578.0,9553,971977,286734,5.1703531752732586,144607,8.0,0,Neutral
POST-00011829,2023-01-07 08:00:00,TikTok,USER-00702,Image,38107.0,1394.0,5920,549929,310701,0.8467633344757935,10643,10.0,1,Neutral
POST-00011830,2023-11-01 14:00:00,TikTok,USER-00803,Image,94420.0,2717.0,9038,99222,1502841,13.492666837477044,889282,28.0,1,Neutral
POST-00011831,2024-03-15 11:00:00,LinkedIn,USER-01758,Text,68952.0,606.0,9776,384927,574531,10.739872499506953,821219,21.0,1,Neutral
POST-00011832,2023-12-01 23:00:00,Facebook,USER-01330,Reel,33068.0,1059.0,4231,150706,303011,2.055477546215908,112000,,0,Positive
POST-00011833,2023-11-22 21:00:00,Facebook,USER-00471,Story,21035.0,1128.0,1262,997590,1116922,4.9402857269500675,287530,28.0,0,Negative
POST-00011834,2024-02-19 21:00:00,Facebook,USER-00408,Story,36291.0,,8241,127623,1172885,4.288267335600013,999955,15.0,1,Positive
POST-00011835,2024-06-12 23:00:00,Twitter,USER-01836,Story,10629.0,1029.0,8747,316395,561219,5.715070549123663,222598,21.0,0,Positive
POST-00011836,2024-07-04 11:00:00,LinkedIn,USER-00658,Reel,15006.0,3167.0,7021,392482,872110,5.350407790763965,429403,21.0,0,Negative
POST-00011837,2023-12-12 21:00:00,TikTok,USER-00749,Story,32762.0,1660.0,7637,625517,10197,5.461751085463314,79671,15.0,0,Positive
POST-00011838,2023-09-10 20:00:00,Instagram,USER-01626,Video,9769.0,672.0,4440,855705,160076,4.9118526021399465,189871,1.0,1,Neutral
POST-00011839,2023-08-01 19:00:00,Facebook,USER-00570,Story,,2724.0,8646,53711,1453211,3.008502021674213,22572,28.0,1,Positive
POST-00011840,2024-03-01 12:00:00,TikTok,USER-00980,Story,16944.0,3210.0,5440,627042,1471100,11.639082904198194,914786,7.0,0,Negative
POST-00011841,2024-01-26 21:00:00,Instagram,USER-01595,Video,49008.0,3019.0,2946,338295,1072045,10.103644431223328,372240,20.0,1,Positive
POST-00011842,2023-11-02 06:00:00,Instagram,USER-00882,Story,93764.0,3551.0,2271,233905,1752462,14.901735063097705,425406,13.0,0,Neutral
POST-00011843,2023-08-17 10:00:00,Twitter,USER-01453,Text,51902.0,3432.0,7368,663386,874687,9.514258212354024,431847,1.0,1,Positive
POST-00011844,2023-09-23 11:00:00,TikTok,USER-01626,Story,17739.0,1807.0,618,850456,603523,3.547703660448934,773433,12.0,0,Positive
POST-00011845,2023-12-23 23:00:00,TikTok,USER-01502,Image,27486.0,1445.0,8153,62581,1996392,1.4249764774083302,785663,4.0,0,Neutral
POST-00011846,2023-12-03 01:00:00,Instagram,USER-00778,Reel,33068.0,4067.0,7800,250840,1961451,2.3628928009872014,252185,28.0,0,Negative
POST-00011847,2023-08-18 15:00:00,TikTok,USER-01872,Text,85550.0,3529.0,9095,348166,871996,14.417144949275114,18622,23.0,0, Neutral 
POST-00011848,2024-02-27 11:00:00,LinkedIn,USER-01727,Story,28467.0,4788.0,4312,891169,1769126,7.44952129373819,815572,7.0,1,Negative
POST-00011849,2023-09-16 02:00:00,TikTok,USER-01162,Story,38720.0,527.0,4338,535332,668376,4.028345051132972,152114,18.0,1,Positive
POST-00011850,2024-02-21 03:00:00,Instagram,USER-00524,Reel,11171.0,772.0,4679,624028,1003573,8.678875459644658,704414,21.0,1,Neutral
POST-00011851,2023-06-04 05:00:00,LinkedIn,USER-00733,Story,62712.0,4443.0,1244,847398,1890972,6.708274977110544,856903,13.0,0,Neutral
POST-00011852,2023-12-24 14:00:00,TikTok,USER-01074,Reel,9964.0,3881.0,6389,167654,1581254,7.289987079718285,350394,28.0,1,Negative
POST-00011853,2024-02-18 22:00:00,Instagram,USER-00832,Reel,41129.0,1317.0,3771,899300,1613847,1.6289505732581326,950286,3.0,0,Neutral
POST-00011854,2024-01-30 14:00:00,Facebook,USER-01788,Text,10708.0,578.0,7089,78710,922733,14.983797312308774,919542,3.0,1,Positive
POST-00011855,2024-01-28 22:00:00,TikTok,USER-01350,Video,90476.0,2653.0,8929,694005,735389,0.471991090337775,364705,3.0,0,Positive
POST-00011856,2024-02-01 12:00:00,Facebook,USER-01507,Reel,70432.0,4421.0,1985,311854,1479010,0.054252290823499916,232657,20.0,1,Negative
POST-00011857,2024-08-15 03:00:00,LinkedIn,USER-00791,Image,80853.0,853.0,9090,626962,768074,7.439808357058159,455745,15.0,1,Positive
POST-00011858,2023-03-09 21:00:00,Facebook,USER-01618,Text,86900.0,4939.0,9936,640939,842155,7.727114782482532,840060,28.0,0,Neutral
POST-00011859,2023-12-10 11:00:00,Facebook,USER-01501,Story,,17.0,3653,682016,1248072,14.515068970929605,590985,18.0,0,Positive
POST-00011860,2024-02-07 07:00:00,Facebook,USER-01191,Text,17759.0,1402.0,3515,424341,1250465,1.944722438082196,16407,13.0,0,Positive
POST-00011861,2023-04-29 21:00:00,LinkedIn,USER-01855,Video,64566.0,2465.0,5156,128246,601446,14.001419723329686,9383,0.0,1,Neutral
POST-00011862,2024-01-25 06:00:00,LinkedIn,USER-00456,Text,6418.0,4315.0,7309,453393,159938,0.564115059825625,831012,17.0,0,Negative
POST-00011863,2024-02-01 13:00:00,Instagram,USER-00595,Video,65004.0,4104.0,2547,561519,198720,9.380232712867992,161786,13.0,1,Positive
POST-00011864,2023-03-27 13:00:00,Facebook,USER-00106,Image,82070.0,1085.0,9813,403715,1734833,4.353818587058697,930413,5.0,1,Negative
POST-00011865,2024-01-05 21:00:00,Twitter,USER-00983,Text,71892.0,1888.0,2717,997706,681069,3.943325294031825,106477,27.0,1,Positive
POST-00011866,2023-02-21 19:00:00,Instagram,USER-01657,Text,86116.0,2329.0,2347,382565,841737,1.2785936681702341,357654,27.0,1,Negative
POST-00011867,2024-01-06 16:00:00,Instagram,USER-01657,Story,36021.0,215.0,7520,399532,1819867,11.439687820994866,951560,28.0,0,Negative
POST-00011868,2024-02-20 00:00:00,TikTok,USER-00957,Text,99586.0,1682.0,3085,906918,984935,8.217137511202383,265768,6.0,0,Neutral
POST-00011869,2023-01-24 23:00:00,Twitter,USER-00791,Video,71693.0,4225.0,3906,296136,1417988,8.966384132906345,214880,20.0,1,Negative
POST-00011870,2024-04-30 09:00:00,Facebook,USER-00640,Reel,22373.0,4169.0,5539,640464,1730711,9.127837552518889,901013,21.0,1,Neutral
POST-00011871,2024-04-08 01:00:00,Facebook,USER-01483,Video,10804.0,606.0,9589,287687,334065,8.115163082169893,989904,2.0,0,Neutral
POST-00011872,2023-02-19 16:00:00,LinkedIn,USER-00751,Text,20666.0,361.0,8602,833554,1254585,9.98127729637824,835634,15.0,0,Positive
POST-00011873,2024-06-25 19:00:00,Twitter,USER-00432,Text,15502.0,4637.0,1116,742464,133011,8.095741742208663,852704,6.0,1,Neutral
POST-00011874,2023-02-18 08:00:00,Facebook,USER-00577,Text,67804.0,4360.0,8649,825326,60929,8.177460709021913,982,27.0,0,Negative
POST-00011875,2023-04-19 05:00:00,LinkedIn,USER-01372,Story,75085.0,1425.0,3185,808249,947674,12.61619683726989,491662,15.0,1,Positive
POST-00011876,2024-03-28 02:00:00,TikTok,USER-01620,Story,6638.0,3556.0,4679,173575,1219928,14.938745340591273,295692,29.0,0,Positive
POST-00011877,2024-07-30 20:00:00,Instagram,USER-01090,Image,13784.0,608.0,7067,391058,849698,13.573189246412758,570898,3.0,0,Positive
