customer_id,plan,status,signup_date,tenure_months,mrr,engagement_score,support_tickets,last_active_date
CUST-04505,Enterprise,Churned,2022-01-11,36,994,19.0,11,2024-10-02
CUST-04506,Growth,Active,2024-09-03,3,97,16.0,6,2024-10-15
CUST-04507,Enterprise,Active,2023-08-12,16,998,50.0,8,2024-07-19
CUST-04508,Growth,Active,2022-02-17,34,94,66.0,0,2023-11-15
CUST-04509,Professional,Trial,2024-05-03,8,295,17.0,7,2024-12-13
CUST-04510,Professional,Churned,2022-06-11,31,303,33.0,11,2024-04-26
CUST-04511,Professional,Trial,2023-07-06,18,301,5.0,8,2023-11-12
CUST-04512,Professional,Churned,2022-09-30,27,296,12.0,3,2023-01-15
CUST-04513,Starter,Trial,2023-05-18,19,27,65.0,2,2024-03-07
CUST-04514,Professional,Active,2024-03-06,10,297,83.0,7,2024-04-17
CUST-04515,Enterprise,Churned,2023-06-17,18,999,11.0,12,2023-10-28
CUST-04516,Growth,Active,2022-05-28,31,97,66.0,13,2023-01-31
CUST-04517,Starter,Churned,2023-11-24,13,31,14.0,11,2023-12-11
CUST-04518,Starter,Trial,2022-01-25,35,26,34.0,0,2022-02-20
CUST-04519,Enterprise,Active,2023-11-14,13,1000,1.0,11,2023-12-02
CUST-04520,Starter,Active,2024-06-03,7,25,96.0,9,2024-11-08
CUST-04521,Professional,Active,2022-07-02,30,300,99.0,11,2023-01-12
CUST-04522,Growth,Active,2023-11-26,13,98,80.0,14,2024-05-16
CUST-04523,Enterprise,Active,2024-02-26,10,997,52.0,3,2024-08-26
CUST-04524,Starter,Churned,2023-08-26,16,24,5.0,11,2024-11-06
CUST-04525,Starter,Active,2023-09-21,15,32,20.0,4,2024-08-18
CUST-04526,Professional,Active,2022-12-20,24,296,96.0,8,2024-10-20
CUST-04527,Enterprise,Active,2024-11-24,1,995,50.0,0,2024-12-08
CUST-04528,Growth,Active,2023-03-31,21,95,74.0,1,2024-05-04
CUST-04529,Starter,Churned,2022-12-22,24,29,7.0,14,2023-12-15
CUST-04530,Starter,Trial,2022-07-20,29,25,43.0,6,2023-11-28
CUST-04531,Professional,Churned,2023-06-23,18,298,4.0,13,2024-02-16
CUST-04532,Starter,Churned,2022-09-25,27,32,8.0,12,2024-06-12
CUST-04533,Professional,Churned,2022-12-28,24,295,4.0,11,2023-07-29
CUST-04534,Growth,Active,2023-03-31,21,99,30.0,12,2023-04-28
CUST-04535,Growth,Active,2023-04-03,21,94,80.0,2,2024-12-21
CUST-04536,Growth,Active,2023-09-07,16,94,89.0,14,2024-06-25
CUST-04537,Growth,Churned,2023-05-16,19,100,4.0,7,2023-12-26
CUST-04538,Professional,Active,2022-11-24,25,302,83.0,1,2023-10-30
CUST-04539,Enterprise,Churned,2022-02-08,35,1000,35.0,2,2022-10-06
CUST-04540,Professional,Active,2024-08-07,4,296,75.0,4,2024-10-06
CUST-04541,Enterprise,Churned,2022-01-07,36,1001,1.0,5,2024-06-27
CUST-04542,Starter,Active,2022-09-03,28,30,43.0,0,2023-12-09
CUST-04543,Professional,Active,2022-06-02,31,300,14.0,1,2023-04-13
CUST-04544,Enterprise,Active,2024-05-30,7,994,26.0,3,2024-06-07
CUST-04545,Starter,Active,2023-09-11,15,25,60.0,8,2024-04-09
CUST-04546,Starter,Active,2023-02-13,22,31,7.0,7,2023-07-21
CUST-04547,Enterprise,Active,2024-06-23,6,1002,95.0,4,2024-11-19
CUST-04548,Enterprise,Active,2023-06-15,18,997,93.0,14,2023-10-08
CUST-04549,Growth,Active,2022-04-16,33,101,67.0,12,2024-02-26
CUST-04550,Professional,Active,2023-01-06,24,295,59.0,12,2024-10-27
CUST-04551,Professional,Active,2023-06-27,18,296,6.0,7,2024-04-22
CUST-04552,Enterprise,Active,2022-10-27,26,996,13.0,9,2024-04-06
CUST-04553,Enterprise,Churned,2024-11-15,1,995,11.0,12,2024-11-15
CUST-04554,Starter,Active,2023-09-25,15,33,62.0,4,2024-09-14
CUST-04555,Enterprise,Trial,2022-12-03,25,1001,44.0,11,2024-09-06
CUST-04556,Growth,Active,2022-08-19,28,97,86.0,12,2024-04-01
CUST-04557,Growth,Active,2024-02-27,10,99,49.0,4,2024-08-28
CUST-04558,Starter,Churned,2023-09-05,16,25,2.0,7,2024-08-23
CUST-04559,Starter,Churned,2024-11-24,1,25,33.0,7,2024-12-16
CUST-04560,Professional,Active,2022-03-06,34,298,12.0,9,2023-06-27
CUST-04561,Professional,Active,2022-10-31,26,295,27.0,14,2023-04-10
CUST-04562,Professional,Active,2024-06-13,6,301,91.0,10,2024-10-11
CUST-04563,Growth,Churned,2023-03-12,22,95,25.0,0,2024-06-10
CUST-04564,Growth,Active,2023-10-19,14,96,88.0,8,2024-11-24
CUST-04565,Growth,Active,2023-08-06,17,94,25.0,1,2024-02-27
CUST-04566,Growth,Churned,2024-09-19,3,98,13.0,12,2024-12-08
CUST-04567,Growth,Active,2024-03-14,9,95,15.0,5,2024-04-01
CUST-04568,Growth,Churned,2022-09-17,27,95,28.0,4,2022-09-19
CUST-04569,Starter,Active,2024-12-12,0,29,8.0,7,2024-12-13
CUST-04570,Growth,Active,2023-02-25,22,101,12.0,7,2023-11-28
CUST-04571,Enterprise,Trial,2024-07-10,5,994,28.0,7,2024-09-16
CUST-04572,Professional,Active,2022-06-06,31,296,81.0,8,2024-11-17
CUST-04573,Growth,Active,2024-10-29,2,97,59.0,2,2024-12-14
CUST-04574,Starter,Active,2022-04-10,33,32,34.0,3,2024-09-13
CUST-04575,Enterprise,Churned,2024-12-13,0,996,34.0,10,2024-12-29
CUST-04576,Starter,Active,2022-09-06,28,32,83.0,5,2023-12-27
CUST-04577,Enterprise,Active,2024-02-27,10,1002,28.0,0,2024-06-21
CUST-04578,Professional,Active,2023-10-16,14,299,14.0,9,2024-10-15
CUST-04579,Professional,Active,2024-06-06,6,302,95.0,8,2024-06-18
CUST-04580,Professional,Active,2024-09-01,4,303,14.0,1,2024-11-08
CUST-04581,Growth,Churned,2022-11-22,25,99,26.0,1,2023-03-10
CUST-04582,Enterprise,Churned,2022-07-01,30,1000,20.0,8,2023-10-29
CUST-04583,Growth,Trial,2023-01-24,23,101,54.0,3,2023-03-17
CUST-04584,Professional,Active,2022-01-19,35,296,57.0,5,2024-04-27
CUST-04585,Enterprise,Active,2022-10-16,26,996,27.0,7,2023-10-02
CUST-04586,Enterprise,Trial,2024-06-18,6,997,93.0,3,2024-08-09
CUST-04587,Professional,Churned,2022-01-31,35,302,10.0,1,2022-05-11
CUST-04588,Starter,Active,2024-06-25,6,30,33.0,2,2024-10-29
CUST-04589,Professional,Active,2022-05-09,32,303,83.0,6,2023-06-17
CUST-04590,Enterprise,Churned,2024-09-13,3,1003,39.0,8,2024-11-04
CUST-04591,Enterprise,Active,2024-08-28,4,995,86.0,9,2024-10-22
CUST-04592,Enterprise,Active,2024-07-13,5,1000,33.0,11,2024-10-29
CUST-04593,Enterprise,Active,2024-08-27,4,996,,12,2024-10-21
CUST-04594,Starter,Active,2023-01-27,23,33,67.0,1,2024-03-05
CUST-04595,Enterprise,Active,2024-06-02,7,1003,15.0,9,2024-08-03
CUST-04596,Growth,Active,2023-08-10,16,99,98.0,4,2023-09-18
CUST-04597,Growth,Active,2022-05-31,31,103,57.0,8,2023-03-29
CUST-04598,Professional,Churned,2024-03-02,10,297,35.0,0,2024-09-09
CUST-04599,Enterprise,Active,2024-11-07,1,1003,16.0,9,2024-12-25
CUST-04600,Professional,Active,2022-02-16,34,296,25.0,4,2022-10-31
CUST-04601,Enterprise,Churned,2023-09-23,15,998,15.0,1,2023-11-12
CUST-04602,Enterprise,Active,2024-12-30,0,998,83.0,8,2024-12-31
CUST-04603,Professional,Active,2023-06-10,19,295,97.0,4,2024-08-18
CUST-04604,Professional,Trial,2024-11-25,1,301,81.0,11,2024-12-19
CUST-04605,Professional,Active,2023-08-10,16,302,95.0,8,2024-10-24
CUST-04606,Starter,Churned,2023-10-03,15,30,20.0,14,2024-03-22
CUST-04607,Starter,Trial,2024-01-17,11,31,44.0,6,2024-03-07
CUST-04608,Enterprise,Trial,2022-01-01,36,999,16.0,2,2022-06-14
CUST-04609,Growth,Active,2023-04-29,20,94,91.0,10,2023-06-16
CUST-04610,Starter,Churned,2022-07-14,30,26,23.0,13,2023-03-24
CUST-04611,Starter,Active,2023-07-30,17,30,72.0,0,2024-10-08
CUST-04612,Growth,Active,2024-05-23,7,103,90.0,14,2024-07-02
CUST-04613,Starter,Active,2022-09-29,27,31,21.0,9,2022-10-09
CUST-04614,Growth,Active,2022-11-10,26,97,60.0,14,2023-11-10
CUST-04615,Starter,Active,2022-01-05,36,29,38.0,10,2023-10-07
CUST-04616,Professional,Active,2024-02-20,10,296,8.0,9,2024-12-14
CUST-04617,Enterprise,Trial,2024-08-27,4,998,34.0,12,2024-12-04
CUST-04618,Professional,Churned,2022-01-10,36,296,24.0,14,2024-04-04
CUST-04619,Enterprise,Churned,2023-04-12,20,995,16.0,0,2024-04-11
CUST-04620,Starter,Active,2024-07-27,5,24,,2,2024-11-10
CUST-04621,Starter,Active,2024-05-01,8,28,75.0,8,2024-06-29
CUST-04622,Professional,Active,2022-08-15,28,297,72.0,12,2024-05-20
CUST-04623,Professional,Active,2023-12-30,12,300,67.0,11,2024-06-27
CUST-04624,Enterprise,Active,2022-12-15,24,1002,6.0,3,2024-07-16
CUST-04625,Enterprise,Trial,2024-11-26,1,997,98.0,4,2024-12-11
CUST-04626,Professional,Churned,2023-12-18,12,301,30.0,8,2024-06-20
CUST-04627,Professional,Active,2024-02-04,11,297,12.0,7,2024-08-02
CUST-04628,Growth,Active,2024-07-18,5,96,99.0,0,2024-11-22
CUST-04629,Growth,Churned,2022-12-06,25,99,2.0,9,2024-11-17
CUST-04630,Enterprise,Active,2022-06-08,31,997,12.0,9,2023-11-14
CUST-04631,Growth,Churned,2023-07-04,18,100,8.0,1,2024-09-24
CUST-04632,Starter,Trial,2022-02-24,34,26,49.0,2,2022-11-07
CUST-04633,Professional,Active,2023-06-06,19,297,39.0,10,2024-08-20
CUST-04634,Professional,Active,2024-05-13,7,296,70.0,14,2024-12-16
CUST-04635,Starter,Trial,2023-10-23,14,25,18.0,5,2024-01-28
CUST-04636,Enterprise,Churned,2022-12-14,24,997,31.0,10,2023-05-01
CUST-04637,Professional,Active,2024-12-04,0,295,60.0,7,2024-12-27
CUST-04638,Professional,Active,2022-05-06,32,300,71.0,3,2024-10-18
CUST-04639,Starter,Active,2023-06-06,19,31,32.0,3,2024-11-13
CUST-04640,Enterprise,Active,2022-07-19,29,998,81.0,11,2023-07-09
CUST-04641,Starter,Active,2024-02-02,11,32,51.0,14,2024-10-16
CUST-04642,Enterprise,Active,2022-01-06,36,994,81.0,0,2023-08-12
CUST-04643,Growth,Active,2024-05-15,7,101,38.0,0,2024-11-27
CUST-04644,Professional,Active,2024-08-03,5,297,54.0,8,2024-08-17
CUST-04645,Growth,Active,2024-12-15,0,99,27.0,5,2024-12-18
CUST-04646,Growth,Trial,2022-08-04,29,96,27.0,6,2024-02-18
CUST-04647,Professional,Trial,2023-12-23,12,295,9.0,2,2024-01-28
CUST-04648,Professional,Active,2023-03-13,21,301,28.0,14,2023-03-19
CUST-04649,Starter,Active,2024-12-21,0,26,15.0,1,2024-12-27
CUST-04650,Growth,Churned,2024-09-09,3,94,14.0,1,2024-12-23
CUST-04651,Enterprise,Churned,2022-09-03,28,1003,6.0,14,2023-05-22
CUST-04652,Professional,Active,2022-04-09,33,298,23.0,0,2024-12-02
CUST-04653,Professional,Churned,2023-11-18,13,300,34.0,6,2024-12-16
CUST-04654,Starter,Active,2023-07-26,17,29,65.0,1,2024-08-30
CUST-04655,Starter,Active,2024-11-25,1,26,47.0,2,2024-12-05
CUST-04656,Enterprise,Active,2024-04-09,8,994,3.0,1,2024-04-28
CUST-04657,Growth,Active,2024-08-07,4,98,17.0,11,2024-11-16
CUST-04658,Growth,Active,2024-04-10,8,96,,12,2024-12-02
CUST-04659,Growth,Churned,2023-02-14,22,96,24.0,3,2024-06-18
CUST-04660,Professional,Active,2024-11-26,1,298,23.0,5,2024-12-13
CUST-04661,Growth,Active,2022-10-18,26,97,72.0,14,2023-11-28
CUST-04662,Enterprise,Active,2022-08-20,28,1000,61.0,4,2023-08-27
CUST-04663,Starter,Active,2022-08-28,28,33,17.0,11,2023-03-16
CUST-04664,Enterprise,Churned,2023-08-31,16,995,17.0,5,2024-09-21
CUST-04665,Growth,Active,2024-01-07,11,103,24.0,1,2024-11-05
CUST-04666,Starter,Active,2024-04-16,8,25,96.0,0,2024-08-19
CUST-04667,Starter,Active,2023-11-03,14,31,94.0,13,2024-06-14
CUST-04668,Enterprise,Active,2023-03-11,22,1003,86.0,13,2024-03-18
CUST-04669,Starter,Active,2022-12-16,24,27,84.0,7,2022-12-31
CUST-04670,Enterprise,Active,2022-02-10,35,995,88.0,1,2022-03-28
CUST-04671,Professional,Active,2023-03-11,22,303,4.0,9,2023-04-25
CUST-04672,Growth,Churned,2022-04-16,33,96,23.0,13,2024-09-24
CUST-04673,Professional,Active,2023-01-20,23,301,74.0,14,2023-06-28
CUST-04674,Enterprise,Active,2024-03-26,9,1003,15.0,10,2024-08-22
CUST-04675,Professional,Trial,2023-01-29,23,298,78.0,6,2024-03-16
CUST-04676,Enterprise,Active,2022-08-01,29,1000,70.0,2,2024-04-11
CUST-04677,Professional,Active,2023-08-29,16,303,68.0,12,2023-10-06
CUST-04678,Professional,Active,2022-07-04,30,303,26.0,12,2024-11-22
CUST-04679,Growth,Active,2022-06-11,31,98,72.0,10,2022-10-24
CUST-04680,Enterprise,Active,2024-01-18,11,1003,32.0,1,2024-12-18
CUST-04681,Enterprise,Active,2024-06-18,6,996,22.0,6,2024-12-12
CUST-04682,Growth,Churned,2024-09-15,3,95,11.0,7,2024-12-30
CUST-04683,Starter,Churned,2024-03-20,9,26,39.0,3,2024-10-26
CUST-04684,Starter,Active,2024-06-28,6,30,63.0,12,2024-11-21
CUST-04685,Enterprise,Churned,2023-06-20,18,997,17.0,2,2024-01-06
CUST-04686,Growth,Active,2023-06-10,19,95,25.0,9,2024-06-09
CUST-04687,Professional,Active,2024-08-10,4,299,37.0,9,2024-11-26
CUST-04688,Professional,Active,2022-05-25,31,299,80.0,9,2023-03-23
CUST-04689,Professional,Churned,2024-06-12,6,294,9.0,10,2024-12-23
CUST-04690,Starter,Churned,2022-01-22,35,31,32.0,14,2023-07-16
CUST-04691,Enterprise,Churned,2023-09-19,15,995,24.0,7,2024-03-25
CUST-04692,Enterprise,Active,2022-09-12,28,994,12.0,1,2024-07-09
CUST-04693,Growth,Active,2023-02-19,22,96,52.0,0,2023-04-26
CUST-04694,Growth,Active,2024-12-05,0,98,38.0,4,2024-12-22
CUST-04695,Professional,Trial,2024-02-17,10,295,94.0,3,2024-09-02
CUST-04696,Growth,Trial,2024-12-09,0,101,43.0,7,2024-12-26
CUST-04697,Starter,Active,2023-02-22,22,28,2.0,14,2024-05-31
CUST-04698,Professional,Churned,2023-10-21,14,303,30.0,6,2024-06-25
CUST-04699,Growth,Churned,2023-06-30,18,95,37.0,2,2024-07-12
CUST-04700,Professional,Active,2022-04-19,32,296,1.0,0,2023-04-26
CUST-04701,Enterprise,Trial,2024-04-21,8,997,9.0,4,2024-05-31
CUST-04702,Professional,Trial,2022-10-29,26,302,12.0,9,2023-03-22
CUST-04703,Enterprise,Active,2024-09-28,3,999,83.0,10,2024-11-18
CUST-04704,Growth,Active,2022-05-17,31,97,39.0,3,2023-12-14
CUST-04705,Growth,Trial,2023-10-13,14,95,60.0,3,2024-06-23
CUST-04706,Professional,Active,2022-12-16,24,303,88.0,13,2023-04-27
CUST-04707,Professional,Churned,2023-12-31,12,303,35.0,3,2024-01-11
CUST-04708,Starter,Churned,2023-03-31,21,30,21.0,1,2024-02-06
CUST-04709,Enterprise,Active,2023-03-12,22,997,8.0,13,2023-08-21
CUST-04710,Growth,Active,2023-11-29,13,95,23.0,1,2024-02-01
CUST-04711,Starter,Churned,2022-08-26,28,28,16.0,9,2023-05-01
CUST-04712,Enterprise,Churned,2024-06-27,6,1003,18.0,2,2024-11-22
CUST-04713,Professional,Active,2022-01-18,35,296,20.0,10,2023-11-12
CUST-04714,Starter,Trial,2022-02-18,34,27,32.0,10,2023-12-01
CUST-04715,Starter,Active,2024-09-15,3,25,13.0,3,2024-11-10
CUST-04716,Growth,Churned,2023-09-13,15,100,33.0,5,2024-09-13
CUST-04717,Starter,Active,2022-12-11,25,31,70.0,7,2024-09-02
CUST-04718,Growth,Active,2022-12-16,24,100,35.0,13,2023-08-23
CUST-04719,Growth,Active,2022-08-20,28,100,69.0,2,2023-06-05
CUST-04720,Professional,Active,2022-02-14,35,303,39.0,11,2022-11-22
CUST-04721,Enterprise,Trial,2024-09-15,3,996,79.0,1,2024-11-01
CUST-04722,Growth,Churned,2023-03-05,22,100,31.0,0,2024-05-07
CUST-04723,Starter,Trial,2024-02-23,10,24,14.0,4,2024-10-02
CUST-04724,Growth,Active,2022-02-22,34,95,49.0,12,2024-06-05
CUST-04725,Enterprise,Active,2023-04-19,20,1001,77.0,0,2023-07-14
CUST-04726,Growth,Churned,2024-12-09,0,102,33.0,6,2024-12-23
CUST-04727,Enterprise,Churned,2024-07-02,6,996,13.0,5,2024-12-25
CUST-04728,Growth,Trial,2022-11-20,25,103,34.0,10,2023-01-23
CUST-04729,Growth,Active,2022-05-29,31,94,85.0,6,2024-08-28
CUST-04730,Enterprise,Active,2024-08-24,4,1001,85.0,6,2024-10-23
CUST-04731,Professional,Active,2023-08-17,16,295,75.0,0,2024-07-04
CUST-04732,Growth,Active,2022-12-05,25,94,42.0,0,2023-02-05
CUST-04733,Enterprise,Churned,2022-11-19,25,996,5.0,7,2024-09-03
CUST-04734,Professional,Churned,2023-12-21,12,300,32.0,1,2024-03-19
CUST-04735,Starter,Active,2023-01-12,23,32,54.0,12,2023-05-22
CUST-04736,Enterprise,Active,2022-05-07,32,1001,48.0,3,2023-12-26
CUST-04737,Starter,Churned,2023-11-23,13,25,8.0,1,2024-11-16
CUST-04738,Professional,Active,2022-09-07,28,297,43.0,1,2023-06-06
CUST-04739,Starter,Active,2024-08-29,4,28,74.0,2,2024-11-09
CUST-04740,Growth,Active,2022-10-01,27,95,34.0,5,2024-01-11
CUST-04741,Starter,Active,2023-03-28,21,26,21.0,13,2024-02-18
CUST-04742,Growth,Trial,2022-05-05,32,95,16.0,5,2022-12-11
CUST-04743,Growth,Active,2024-05-19,7,96,55.0,7,2024-12-05
CUST-04744,Enterprise,Trial,2024-09-24,3,997,53.0,4,2024-11-10
CUST-04745,Enterprise,Active,2023-01-02,24,996,69.0,7,2023-12-10
CUST-04746,Professional,Active,2022-05-15,32,297,85.0,13,2023-10-24
CUST-04747,Starter,Active,2023-10-25,14,31,87.0,9,2024-08-02
CUST-04748,Growth,Trial,2022-05-06,32,103,56.0,3,2023-02-02
CUST-04749,Professional,Churned,2022-11-13,25,295,2.0,8,2024-11-29
CUST-04750,Enterprise,Active,2023-05-23,19,995,65.0,14,2024-11-26
CUST-04751,Growth,Active,2024-04-02,9,98,73.0,8,2024-04-06
CUST-04752,Growth,Churned,2023-08-12,16,99,20.0,5,2024-09-06
CUST-04753,Professional,Active,2023-07-17,17,294,62.0,1,2023-10-14
CUST-04754,Starter,Active,2024-09-29,3,25,63.0,14,2024-12-12
CUST-04755,Enterprise,Active,2023-09-21,15,994,9.0,0,2024-01-02
CUST-04756,Growth,Active,2023-06-30,18,94,4.0,10,2024-01-31
CUST-04757,Professional,Trial,2024-05-04,8,294,9.0,7,2024-08-24
CUST-04758,Professional,Active,2022-06-17,30,301,74.0,8,2023-01-21
CUST-04759,Professional,Active,2024-10-14,2,300,74.0,10,2024-11-05
CUST-04760,Growth,Active,2022-12-17,24,101,1.0,5,2024-02-19
CUST-04761,Starter,Active,2023-05-23,19,26,34.0,0,2024-10-22
CUST-04762,Professional,Active,2024-05-07,7,294,60.0,14,2024-12-28
CUST-04763,Starter,Active,2024-09-23,3,24,75.0,12,2024-10-25
CUST-04764,Enterprise,Active,2022-12-21,24,996,60.0,11,2023-09-18
CUST-04765,Growth,Churned,2022-12-23,24,97,16.0,5,2024-12-10
CUST-04766,Growth,Active,2024-03-26,9,95,85.0,3,2024-06-28
CUST-04767,Enterprise,Active,2023-01-27,23,999,35.0,3,2023-11-06
CUST-04768,Enterprise,Churned,2022-12-05,25,994,37.0,6,2024-05-19
CUST-04769,Professional,Active,2023-02-27,22,299,35.0,6,2024-05-11
CUST-04770,Starter,Churned,2024-12-10,0,29,1.0,14,2024-12-17
CUST-04771,Growth,Churned,2023-11-09,13,101,1.0,9,2024-02-26
CUST-04772,Growth,Active,2024-01-02,12,103,3.0,5,2024-12-17
CUST-04773,Enterprise,Active,2024-04-06,8,996,79.0,13,2024-04-10
CUST-04774,Enterprise,Trial,2024-06-04,7,1002,98.0,8,2024-08-09
CUST-04775,Enterprise,Trial,2023-02-10,23,994,55.0,7,2023-09-01
CUST-04776,Professional,Active,2022-07-17,29,295,6.0,6,2024-07-21
CUST-04777,Growth,Trial,2023-09-01,16,95,77.0,0,2023-10-10
CUST-04778,Professional,Active,2024-12-15,0,303,35.0,8,2024-12-30
CUST-04779,Starter,Active,2024-05-22,7,29,77.0,4,2024-09-27
CUST-04780,Enterprise,Churned,2023-12-03,13,999,12.0,6,2024-06-04
CUST-04781,Enterprise,Active,2022-07-16,29,994,47.0,12,2023-11-22
CUST-04782,Professional,Churned,2024-02-17,10,295,22.0,1,2024-03-21
CUST-04783,Professional,Active,2023-06-05,19,301,14.0,5,2024-06-09
CUST-04784,Starter,Trial,2024-11-29,1,32,34.0,0,2024-12-28
CUST-04785,Growth,Active,2023-12-21,12,97,74.0,7,2024-05-19
CUST-04786,Growth,Active,2024-02-28,10,99,91.0,14,2024-04-25
CUST-04787,Growth,Churned,2024-02-01,11,96,39.0,12,2024-05-24
CUST-04788,Growth,Active,2024-07-13,5,103,49.0,7,2024-09-30
CUST-04789,Growth,Active,2023-10-29,14,101,92.0,14,2024-07-14
CUST-04790,Professional,Active,2024-05-19,7,296,29.0,0,2024-08-05
CUST-04791,Enterprise,Active,2024-08-20,4,996,87.0,1,2024-09-09
CUST-04792,Enterprise,Active,2024-06-19,6,1000,37.0,12,2024-12-31
CUST-04793,Enterprise,Churned,2024-04-16,8,994,8.0,12,2024-12-04
CUST-04794,Starter,Churned,2022-01-08,36,26,17.0,10,2023-04-22
CUST-04795,Growth,Active,2024-05-27,7,96,50.0,12,2024-07-05
CUST-04796,Enterprise,Active,2024-10-10,2,995,22.0,3,2024-12-02
CUST-04797,Professional,Churned,2023-08-24,16,297,31.0,14,2024-10-02
CUST-04798,Starter,Active,2022-02-17,34,25,92.0,3,2023-01-09
CUST-04799,Starter,Active,2022-06-23,30,25,22.0,9,2023-01-17
CUST-04800,Growth,Active,2023-10-27,14,95,72.0,7,2024-06-08
CUST-04801,Growth,Active,2023-02-24,22,99,3.0,10,2023-04-26
CUST-04802,Growth,Active,2023-04-21,20,95,73.0,8,2024-07-27
CUST-04803,Growth,Churned,2024-09-26,3,103,1.0,12,2024-12-06
CUST-04804,Professional,Active,2022-02-04,35,302,53.0,8,2022-11-25
CUST-04805,Enterprise,Trial,2022-02-01,35,995,39.0,14,2022-02-15
CUST-04806,Starter,Active,2022-06-25,30,24,46.0,0,2023-02-22
CUST-04807,Enterprise,Active,2022-03-24,33,1001,,7,2023-08-08
CUST-04808,Starter,Active,2022-02-14,35,30,56.0,13,2022-06-08
CUST-04809,Starter,Active,2023-07-17,17,30,48.0,13,2024-03-27
CUST-04810,Starter,Active,2023-06-25,18,31,66.0,4,2023-08-14
CUST-04811,Starter,Active,2024-09-10,3,29,97.0,3,2024-10-13
CUST-04812,Professional,Active,2022-09-03,28,300,8.0,12,2024-02-02
CUST-04813,Professional,Active,2023-07-27,17,298,38.0,13,2024-06-04
CUST-04814,Growth,Trial,2022-07-03,30,101,60.0,11,2023-03-17
CUST-04815,Enterprise,Trial,2024-10-26,2,1001,72.0,10,2024-11-28
CUST-04816,Starter,Active,2024-11-19,1,26,67.0,7,2024-11-20
CUST-04817,Professional,Churned,2024-07-06,5,300,16.0,1,2024-08-17
CUST-04818,Starter,Trial,2022-01-24,35,33,50.0,11,2022-06-29
CUST-04819,Professional,Churned,2022-10-05,27,301,14.0,1,2023-05-24
CUST-04820,Enterprise,Trial,2022-07-31,29,1001,87.0,14,2023-08-20
CUST-04821,Growth,Active,2023-05-20,19,99,67.0,14,2024-04-16
CUST-04822,Starter,Active,2024-05-12,7,30,40.0,9,2024-10-28
CUST-04823,Growth,Active,2022-07-25,29,100,96.0,8,2024-09-25
CUST-04824,Professional,Churned,2022-12-01,25,302,22.0,1,2024-09-19
CUST-04825,Starter,Churned,2024-11-01,2,33,33.0,10,2024-12-12
CUST-04826,Growth,Active,2023-08-30,16,101,26.0,13,2024-10-08
CUST-04827,Starter,Trial,2023-07-26,17,24,89.0,7,2024-05-22
CUST-04828,Growth,Churned,2022-01-17,35,101,10.0,9,2023-09-15
CUST-04829,Enterprise,Active,2024-01-29,11,998,29.0,6,2024-03-07
CUST-04830,Professional,Active,2023-11-10,13,299,41.0,11,2024-07-30
CUST-04831,Professional,Churned,2024-08-18,4,298,9.0,1,2024-11-06
CUST-04832,Starter,Active,2022-08-15,28,24,,2,2022-12-03
CUST-04833,Enterprise,Churned,2022-06-09,31,995,17.0,6,2023-04-30
CUST-04834,Growth,Active,2024-10-26,2,98,16.0,1,2024-12-15
CUST-04835,Professional,Trial,2024-04-15,8,297,38.0,2,2024-11-04
CUST-04836,Growth,Active,2024-02-22,10,103,32.0,11,2024-05-20
CUST-04837,Growth,Active,2023-04-26,20,102,14.0,2,2024-02-26
CUST-04838,Starter,Trial,2022-06-13,31,33,4.0,1,2023-12-31
CUST-04839,Enterprise,Churned,2023-05-08,20,994,2.0,5,2024-09-12
CUST-04840,Enterprise,Active,2023-11-04,14,997,94.0,3,2023-11-08
CUST-04841,Growth,Active,2022-05-30,31,97,73.0,14,2023-10-19
CUST-04842,Growth,Active,2023-08-09,17,100,28.0,4,2024-02-03
CUST-04843,Growth,Active,2022-07-21,29,94,39.0,13,2023-04-27
CUST-04844,Professional,Active,2022-07-01,30,302,,6,2023-07-02
CUST-04845,Starter,Active,2023-08-25,16,26,5.0,7,2024-05-29
CUST-04846,Growth,Active,2022-10-30,26,100,96.0,12,2024-06-10
CUST-04847,Enterprise,Active,2024-10-25,2,998,94.0,9,2024-12-03
CUST-04848,Growth,Active,2022-03-16,34,102,42.0,13,2023-04-22
CUST-04849,Growth,Active,2023-04-11,21,97,6.0,2,2023-10-28
CUST-04850,Professional,Trial,2024-07-02,6,295,21.0,13,2024-09-23
CUST-04851,Starter,Active,2022-07-06,30,30,14.0,12,2023-08-16
CUST-04852,Professional,Churned,2023-05-20,19,302,29.0,12,2024-07-14
CUST-04853,Growth,Active,2022-12-28,24,94,50.0,0,2024-02-06
CUST-04854,Professional,Trial,2022-12-14,24,297,78.0,8,2023-07-09
CUST-04855,Professional,Active,2022-04-25,32,301,29.0,9,2022-05-09
CUST-04856,Enterprise,Churned,2023-05-16,19,999,38.0,11,2023-08-02
CUST-04857,Growth,Active,2024-08-17,4,96,97.0,14,2024-09-23
CUST-04858,Enterprise,Trial,2024-06-04,7,1001,95.0,5,2024-10-20
CUST-04859,Growth,Active,2022-11-05,26,98,85.0,10,2024-08-02
CUST-04860,Enterprise,Active,2024-10-16,2,1002,9.0,4,2024-10-27
CUST-04861,Professional,Churned,2023-09-30,15,300,2.0,4,2024-08-28
CUST-04862,Professional,Churned,2024-01-08,11,299,20.0,12,2024-01-19
