campaign_id,channel,date,impressions,clicks,conversions,spend,revenue,ctr,cpa,roas
CMP-0050,Email,2024-06-04,95319,1071,93,2639.29241216504,46439.29711388273,1.1235955056179776,28.37948830284989,17.595358854454506
CMP-0048,Email,2024-10-16,46441,482,50,1988.7238663893518,16290.105614280521,1.037876014728365,39.77447732778703,8.191235540334814
CMP-0033,LinkedIn,2023-01-20,29784,740,23,2683.392615013919,11241.369194166067,2.4845554660220253,116.66924413103996,4.189237583523631
CMP-0021,Facebook,2024-05-04,94819,2234,258,351.99861163644664,97531.55951999374,2.3560678766913803,1.364335704017235,277.07938695146584
CMP-0026,Email,2023-07-23,42797,1832,100,3764.6658018217254,40390.2773702306,4.2806738790102115,37.64665801821725,10.728781649273014
CMP-0029,Organic,2023-09-09,59699,1533,164,4453.306731042462,9728.577110277049,2.5678822090822293,27.15430933562477,2.184573778056315
CMP-0022,Instagram,2024-06-13,14354,336,21,359.3533150244639,1574.850101464061,2.340810923784311,17.112062620212566,4.382456027591812
CMP-0042,YouTube,2024-02-03,72024,4360,343,4138.859965966986,125986.82470142572,6.053537709652338,12.066647131099085,30.439982443810628
CMP-0026,YouTube,2024-08-08,8515,333,49,1016.8216577935382,10597.809366076996,3.9107457428068115,20.75146240394976,10.422485875324305
CMP-0007,Instagram,2023-05-17,49104,2629,216,4862.53776312172,49240.56183946584,5.353942652329749,22.511748903341296,10.126515050004198
CMP-0021,YouTube,2023-12-03,23696,401,49,2792.4133757294244,6838.159479163234,1.6922687373396355,56.9880280761107,2.448834953520087
CMP-0020,Facebook,2023-11-29,49235,2834,131,425.31735266753157,34417.35849038849,5.756067837920178,3.2466973486071113,80.9215948386013
CMP-0042,YouTube,2023-11-25,44662,897,112,3745.70314534728,34525.69122143926,2.008418790022838,33.44377808345786,9.217412560930061
CMP-0023,Organic,2024-09-05,31373,1377,91,3416.6932317655837,26177.51100180871,4.389124406336658,37.54607946995147,7.661650966622316
CMP-0038,Facebook,2024-12-08,15844,775,68,1072.272294936051,5657.4597081947195,4.891441555162838,15.768710219647808,5.276140897151618
CMP-0034,YouTube,2023-12-17,16990,644,81,2236.7881458474494,30898.903316498414,3.790464979399647,27.61466846725246,13.813960599648913
CMP-0044,Facebook,2023-07-24,95909,4863,255,3099.6411173596393,92583.56888016389,5.070431346380423,12.155455362194663,29.86912528732654
CMP-0044,Email,2024-05-23,83498,4938,598,2390.182093965954,97120.97135986615,5.913914105727083,3.9969600233544385,40.63329384194171
CMP-0026,Instagram,2024-10-12,63735,3484,414,4826.2183185834365,113413.81217510218,5.466384247273869,11.657532170491393,23.49951964220109
CMP-0031,Instagram,2024-07-23,92403,2162,86,3929.345063136052,22927.892223461364,2.339750873889376,45.69005887367502,5.835041681262365
CMP-0010,Instagram,2023-01-30,12800,651,67,3123.20343807867,10502.749969992621,5.0859375,46.61497668774134,3.3628132711245016
CMP-0036,Facebook,2023-09-28,22029,1137,52,4842.023692068047,17456.721182280115,5.161378183303826,93.11584023207783,3.605253152907288
CMP-0007,Instagram,2024-06-07,36374,956,126,2609.5616042563515,62667.073139079126,2.628250948479683,20.710806382986917,24.014406495276972
CMP-0045,Instagram,2024-07-29,70246,3425,107,336.6717896760165,31415.182112644274,4.875722461065399,3.1464653240749203,93.31100221635884
CMP-0014,Email,2023-07-15,74781,2225,328,1464.196858783035,40671.0130744484,2.975354702397668,4.464014813362912,27.777011561308804
CMP-0025,LinkedIn,2023-02-20,83923,1434,164,3200.3320085264672,22107.93493394405,1.7087091738855857,19.514219564185776,6.9080129421082255
CMP-0022,Instagram,2024-11-10,86041,5055,123,3349.784861530156,23392.784911898758,5.875106054090492,27.234023264472814,6.983369344266817
CMP-0041,Facebook,2024-03-27,96176,1169,167,3603.8792079538957,83145.20270124216,1.2154799534187324,21.580115017687998,23.071029272495483
CMP-0047,Email,2023-06-13,35213,1005,21,4748.763385440853,3533.149239771803,2.854059580268651,226.13158978289778,0.7440145892726558
CMP-0037,Google Ads,2023-12-01,73498,5200,686,4317.117292168311,300005.24079489143,7.075022449590465,6.293173895289083,69.49202916935599
CMP-0037,Instagram,2023-01-17,64772,4518,163,2130.907973106141,80963.2457342598,6.975236213178534,13.073055049730927,37.994717160986944
CMP-0030,Organic,2023-04-14,48917,1431,68,4830.685257983813,11464.103424221228,2.925363370607355,71.03948908799725,2.37318368139886
CMP-0028,Facebook,2024-04-11,63090,2757,139,711.340349841808,21255.114262224968,4.369947693770804,5.117556473682072,29.880371986422258
CMP-0033,YouTube,2024-01-17,55975,1549,167,959.8908826225606,38981.72474856802,2.7673068334077713,5.747849596542279,40.61057923799038
CMP-0019,LinkedIn,2023-10-04,48573,1131,114,4470.0631109518345,24317.899766079965,2.3284540794268422,39.21107992063013,5.440169224121273
CMP-0010,Email,2023-02-13,69368,4929,314,2611.668846822161,144882.12397336186,7.105581824472379,8.317416709624716,55.47492138969005
CMP-0024,LinkedIn,2024-06-21,94634,3999,572,4271.538411726447,167675.87455265207,4.22575395735148,7.467724496025256,39.25421204040672
CMP-0038,Instagram,2024-10-27,64224,1335,187,2923.593673380317,67345.83477437113,2.0786621823617337,15.634190766739662,23.03529228003307
CMP-0034,Organic,2023-09-28,49392,1340,137,1557.981019325146,7611.936077099928,2.712989957887917,11.372124228650701,4.885769455905893
CMP-0010,YouTube,2024-09-24,93939,2266,308,691.720039084015,62409.74998711915,2.4122036640798816,2.2458442827403085,90.2240017070533
CMP-0022,Facebook,2023-10-18,41807,914,25,1780.2991539793552,2815.3282444731167,2.186236754610472,71.21196615917421,1.5813793081798904
CMP-0040,LinkedIn,2024-04-13,52294,2252,252,456.6890359653787,98147.61245613237,4.306421386774773,1.8122580792276932,214.91125191709853
CMP-0011,LinkedIn,2024-08-22,67229,4621,424,2394.367087524943,181722.98303204973,6.873521843252169,5.647092187558828,75.89604116213306
CMP-0025,Google Ads,2024-09-05,44454,1397,193,1673.085094783496,87440.97428324111,3.142574346515499,8.66883468799739,52.26331556946679
CMP-0041,Google Ads,2023-06-30,53812,1270,28,1587.5081147160245,6790.9912749610385,2.3600683862335536,56.69671838271516,4.277767913127058
CMP-0013,YouTube,2024-07-12,67810,5292,774,2454.4132701753038,268022.13538319775,7.804158678660965,3.171076576453881,109.20008404454828
CMP-0001,Instagram,2023-02-16,13718,284,38,537.9440267583673,13852.697190572217,2.0702726344948243,14.156421756799139,25.751186929331862
CMP-0034,YouTube,2024-11-21,41723,2131,271,2718.3597563902235,44701.250212957675,5.107494667209933,10.03084780955802,16.444199524318137
CMP-0046,Facebook,2023-08-17,87330,1830,117,3660.6140812990225,42742.67580999878,2.095499828237719,31.287299840162586,11.676367642346749
CMP-0021,Google Ads,2023-11-16,36929,1677,149,1856.7769746051413,63131.73806274283,4.541146524411709,12.461590433591553,34.00071140809375
CMP-0011,Instagram,2024-06-20,89275,4851,385,2226.608505403561,157608.07744045794,5.433772052646318,5.7833987153339255,70.78391960597146
CMP-0049,Organic,2024-01-01,38590,1869,107,4753.5590719228285,39148.27389680024,4.843223633065561,44.42578571890494,8.235571138272327
CMP-0045,YouTube,2023-08-01,48051,2521,293,3900.4951527691464,118967.44556118395,5.246508917608375,13.312270145969784,30.50060079595877
CMP-0041,Organic,2024-07-20,10664,706,66,1442.5964924030332,16376.128016962964,6.620405101275319,21.85752261216717,11.351842391966523
CMP-0047,LinkedIn,2024-05-31,4062,194,25,1257.0950360984814,9541.560590969728,4.775972427375677,50.283801443939254,7.590166468704629
CMP-0013,Instagram,2023-05-05,82817,5460,420,4948.123795749921,147390.6887944159,6.5928492942270305,11.781247132737906,29.787186998234326
CMP-0005,Email,2023-03-01,3187,175,21,3552.528327347591,5801.249598738464,5.491057420771886,169.16801558798053,1.6329917918120658
CMP-0047,Facebook,2024-11-02,47456,3116,154,990.9325467503318,32323.479537310617,6.5660822656776805,6.434626926950206,32.61925308974094
CMP-0023,YouTube,2024-07-31,70449,5526,802,2229.147825283945,347661.251044082,7.843972235233999,2.7794860664388343,155.96150560351353
CMP-0013,LinkedIn,2024-12-21,74367,1801,111,1441.844497165401,17709.787589235333,2.4217730982828405,12.989590064553163,12.282730644013242
CMP-0024,LinkedIn,2023-08-31,44744,1803,93,4808.992418876499,29831.312174536197,4.029590559628106,51.709595901897835,6.203235433984223
CMP-0033,Email,2023-12-22,49824,651,33,647.6202053813648,2305.4706292175197,1.3065992292870905,19.624854708526208,3.5599115192211994
CMP-0025,Email,2023-12-25,37790,2506,82,618.7070713530824,34041.505723418864,6.631383964011643,7.545208187232712,55.02039220106494
CMP-0016,Organic,2023-03-31,14260,227,31,3869.688075804611,4894.085296811443,1.5918653576437587,124.82864760660036,1.2647234611523135
CMP-0048,Email,2024-12-07,69452,2717,367,700.1190771659857,130024.76765879279,3.912054368484709,1.9076814091716232,185.71807553812198
CMP-0016,YouTube,2023-12-22,29069,1446,32,2716.5659759244586,13605.213282878598,4.974371323402938,84.89268674763933,5.008239594935178
CMP-0023,Organic,2024-03-12,36688,2638,240,3468.4099965701344,51557.100927652995,7.190361971216746,14.451708319042227,14.864765405081044
CMP-0042,Instagram,2023-06-23,73893,3100,105,1897.5848871955122,18500.5505236794,4.195255301584724,18.07223702090964,9.749524592294694
CMP-0040,Facebook,2024-04-29,91768,3111,262,2492.5091604169693,99803.88273670834,3.390070612849795,9.513393742049502,40.04153096874166
CMP-0043,LinkedIn,2024-06-30,91849,7246,815,3733.6426886415734,235803.7220293273,7.889035264401355,4.581156673179844,63.15647792079449
CMP-0012,Facebook,2024-02-15,83632,1791,104,238.1144817307429,37192.09896273673,2.141524775205663,2.2895623243340664,156.19419151831818
CMP-0036,Google Ads,2023-09-02,19879,1205,105,1503.4397855925495,40881.65913482314,6.061673122390462,14.31847414850047,27.192082800117255
CMP-0006,Instagram,2023-09-06,48783,2707,405,119.56046506431514,174789.79966211732,5.549064223192506,0.2952110248501608,1461.93643164647
CMP-0020,Facebook,2023-01-03,33801,2091,61,234.60456804312494,21582.285645320444,6.18620750865359,3.84597652529713,91.99431121628115
CMP-0017,Facebook,2023-11-16,8914,523,51,3421.0458847286004,24316.251570169527,5.867175229975319,67.07933107310981,7.107841399823432
CMP-0040,YouTube,2023-08-19,87936,6262,279,2884.295754884085,90496.63105847253,7.12108806404658,10.337977616071989,31.3756420107859
CMP-0047,Email,2024-04-10,1387,28,4,4049.0876004037254,796.5846220922859,2.0187454938716654,1012.2719001009314,0.19673188152631232
CMP-0028,Email,2023-09-24,21240,261,34,1591.7185019512972,5510.560703390318,1.228813559322034,46.8152500573911,3.4620196326391186
CMP-0043,Organic,2024-06-12,79306,4042,583,2628.048340113881,88956.90333162698,5.096713993897057,4.50780161254525,33.84903617403484
CMP-0017,Email,2023-01-28,93853,6192,892,3532.4105791337292,123167.274706561,6.5975514900962136,3.9601015461140463,34.867768609380036
CMP-0003,Google Ads,2024-01-20,95401,2975,202,4004.222227512628,23344.408029009955,3.1184159495183486,19.82288231441895,5.829948165367237
CMP-0044,Google Ads,2024-10-08,4613,129,10,1661.706787441004,3040.0719579452334,2.796444829828745,166.1706787441004,1.8294875972835645
CMP-0013,Facebook,2023-07-09,98899,7536,943,4158.670211717785,199064.00889137457,7.619895044439276,4.41004264233063,47.86722648275324
CMP-0040,YouTube,2024-01-23,33771,1575,205,4400.870701925912,65547.90917652742,4.663764768588434,21.467661960614205,14.89430469925924
CMP-0038,Email,2024-09-21,44059,796,17,429.55933092471525,1301.4540562504353,1.8066683311014777,25.268195936747958,3.0297422557409854
CMP-0014,YouTube,2023-04-28,75379,5257,649,3168.797334831859,262000.0347298786,6.974090927181311,4.882584491266347,82.6812216262422
CMP-0045,YouTube,2023-11-12,94685,4637,233,2934.9975320565527,97327.69571248065,4.897291017584623,12.596555931573187,33.16108264128016
CMP-0021,LinkedIn,2024-12-14,91966,6267,308,1657.4394738207327,111721.76892203095,6.814474914642369,5.381296992924457,67.40624359844026
CMP-0028,Facebook,2023-11-26,32907,2379,195,3395.0185685040287,33586.17419761094,7.229464855501869,17.410351633353994,9.892780707944775
CMP-0012,YouTube,2024-06-27,88510,1063,89,2873.6230471787117,41548.06070948871,1.200994237939216,32.287899406502376,14.45842409646599
CMP-0012,Organic,2024-01-03,84748,2726,232,1427.2291502063827,25187.964267459454,3.216595081889838,6.151849785372339,17.648157104846955
CMP-0007,Organic,2024-01-26,46422,987,129,908.4336443328503,63338.1325666047,2.126147085433631,7.042121273898065,69.72235447435453
CMP-0020,Organic,2024-01-26,2064,158,17,4339.436504697571,8060.6584925808775,7.655038759689922,255.26097086456298,1.8575357615798669
CMP-0047,YouTube,2023-12-06,83430,5391,250,1971.7577485423635,57563.23409407414,6.461704422869471,7.887030994169454,29.1938673179442
CMP-0015,Organic,2023-01-01,68117,745,107,4276.447981292766,21453.409362859595,1.0937064169003332,39.96680356348379,5.0166421891969915
CMP-0006,Email,2023-07-13,66623,736,95,1162.5476584523954,5474.191713682875,1.1047235939540399,12.23734377318311,4.708789075340119
CMP-0035,Instagram,2024-11-21,18893,428,10,858.1432309070854,558.7639447051348,2.2653892976234586,85.81432309070854,0.6511313316711747
CMP-0017,Google Ads,2023-11-09,45338,2550,110,2716.187809860722,21585.964505825956,5.6244210154837,24.692616453279292,7.947154621437175
CMP-0029,Organic,2024-04-07,52338,990,99,676.7684037612775,29597.746080394507,1.8915510718789406,6.836044482437146,43.73393603468933
CMP-0046,Instagram,2023-04-02,41808,1387,166,295.6620201224439,26333.985433614198,3.317546880979717,1.7810965067617102,89.0678668254664
CMP-0024,Facebook,2023-11-17,34132,2070,255,3162.8493270054764,50796.50639942393,6.064690026954178,12.403330694139123,16.060362397192364
CMP-0027,LinkedIn,2023-07-04,20416,1279,128,3937.27334002251,31737.054734185465,6.26469435736677,30.75994796892586,8.06066838478733
CMP-0036,Email,2023-11-19,3912,142,5,2253.424877349854,1063.5526557856695,3.6298568507157465,450.68497546997077,0.4719716492330835
CMP-0010,Instagram,2023-08-13,65578,4497,507,3702.335462795956,47965.70405667391,6.857482692366343,7.302436810248434,12.955526191149309
CMP-0050,Google Ads,2023-07-01,2627,65,3,3583.481102205331,610.7552612569779,2.4743052912067,1194.4937007351102,0.1704363003005958
CMP-0006,LinkedIn,2024-05-07,31036,828,106,4578.06464192813,27440.51190605174,2.667869570820982,43.18928907479368,5.993910975991527
CMP-0013,Email,2023-01-04,65973,2175,118,,14861.648727383621,3.2968032376881453,23.826674643246196,5.285931735820027
CMP-0020,LinkedIn,2024-02-25,90111,4441,489,1206.1473210496217,178916.0926653696,4.9283661262221035,2.4665589387517826,148.33684869413133
CMP-0029,YouTube,2024-04-29,74002,5619,485,1483.4063244331073,208622.8830996465,7.593038025999298,3.0585697410991903,140.63771986368806
CMP-0035,Organic,2023-09-09,13051,266,30,2398.472971805968,5862.747510819421,2.0381579955558964,79.94909906019893,2.444366719882181
CMP-0039,Google Ads,2023-03-29,85179,4129,277,2338.590613724977,27430.372957320753,4.847438922739173,8.442565392508943,11.729446272611534
CMP-0033,Facebook,2024-12-18,46268,2225,82,1635.3976536280727,5728.120132830568,4.808939223653496,19.943873824732595,3.5025855149803675
CMP-0034,Instagram,2023-10-14,34849,1281,133,3724.182951501103,24849.711069010853,3.6758587046974087,28.001375575196263,6.672526938826865
CMP-0004,Facebook,2024-12-07,29095,559,60,1807.7339074267156,6744.821600828197,1.9212923182677435,30.128898457111926,3.7310920446413256
CMP-0040,Google Ads,2023-04-09,63605,5054,440,4408.962072737967,42926.99755992025,7.945916201556481,10.020368347131743,9.73630456595481
CMP-0004,Facebook,2024-10-02,68293,4454,370,276.7977433345634,61987.92647419436,6.521898291186505,0.7481020090123335,223.94664684556338
CMP-0019,Email,2023-02-23,14950,899,131,2791.974324756161,33584.566828129195,6.013377926421405,21.312781105008863,12.028966932230771
CMP-0012,Facebook,2023-12-03,14153,871,43,3499.6458353408734,16297.196154299838,6.15417226029817,81.38711244978775,4.656812980823373
CMP-0022,Email,2023-02-26,69520,1072,103,352.4275566532951,28369.94996633407,1.5420023014959725,3.421626763624224,80.49867109070405
CMP-0048,LinkedIn,2023-03-10,14624,516,43,3744.452731432798,20815.067614751104,3.5284463894967177,87.08029607983251,5.558907831849252
CMP-0034,Email,2024-12-21,25623,1648,162,2949.7073902450893,56074.70740596449,6.431721500214651,18.208070310154874,19.01026101484096
CMP-0031,YouTube,2023-05-23,93854,2399,317,2947.312550677575,135489.64664333474,2.5560977688750612,9.297515932736829,45.97057295880826
CMP-0009,Facebook,2024-10-16,77195,1687,140,3165.7225550105773,39523.54195843726,2.185374700433966,22.612303964361267,12.484840750141228
CMP-0041,Instagram,2024-10-31,1461,31,2,2561.490820308704,566.867025563668,2.121834360027379,1280.745410154352,0.221303555362869
CMP-0015,Organic,2023-02-19,7805,487,22,2646.8520509392147,9556.162693019665,6.23959000640615,120.31145686087339,3.6103879284181133
CMP-0015,Facebook,2024-02-25,18229,740,19,1369.5228916291676,9021.330508058898,4.05946568654342,72.08015219100882,6.587206802602061
CMP-0031,Email,2024-07-14,48337,2987,236,1558.446314699751,24033.205583987117,6.179531207977326,6.603586079236233,15.421259851750065
CMP-0016,Facebook,2024-06-05,15217,576,58,4579.344423268893,6505.818737789735,3.7852401918906486,78.95421419429125,1.4206877964304023
CMP-0044,Email,2023-04-12,7564,183,4,4373.558869264471,1689.237224412597,2.4193548387096775,1093.3897173161176,0.3862385930789327
CMP-0025,LinkedIn,2023-03-25,33522,2481,298,1445.079855462761,137560.08799774724,7.401109718990513,4.849261259942152,95.19203210655516
CMP-0009,LinkedIn,2024-10-25,12217,358,47,4302.265543646261,4813.584215315923,2.93034296472129,91.53756475843109,1.118848701104653
CMP-0034,YouTube,2023-04-21,8340,471,57,2924.6019259690042,21840.126448517625,5.64748201438849,51.30880571875446,7.467726207313279
CMP-0008,Organic,2024-06-29,32787,982,109,4140.803095510507,21037.319454636585,2.9950895171866896,37.989019224867036,5.080492592715993
CMP-0012,Organic,2023-11-11,47259,1590,61,3856.336763985061,17052.612713624116,3.3644385196470514,63.21863547516494,4.421971875714061
CMP-0037,Organic,2023-07-17,95028,3275,254,1794.7392989296145,84081.41189219715,3.4463526539546243,7.065902751691396,46.84881639486217
CMP-0047,Facebook,2024-07-17,59821,4401,270,836.7723257616113,66132.73620044925,7.3569482288828345,3.099156762080042,79.03313023677823
CMP-0048,Organic,2023-08-05,39790,860,61,3600.6708324959245,14709.384747958058,2.1613470721286756,59.0273906966545,4.085178965876689
CMP-0011,Instagram,2023-11-26,52416,1206,169,3991.4583354576353,26223.89946517893,2.300824175824176,23.618096659512634,6.570004560043156
CMP-0030,Organic,2023-10-26,65169,1114,39,2278.4881825378047,14265.293355457168,1.7094017094017095,58.42277391122576,6.2608590489015965
CMP-0019,Instagram,2023-12-10,5377,240,15,314.4862825995927,1867.7545241676394,4.463455458434071,20.96575217330618,5.939065159626324
CMP-0041,LinkedIn,2024-08-17,31822,838,82,316.29924793321584,20476.027849927726,2.6333982779209353,3.8573079016245835,64.73625208951202
CMP-0016,Instagram,2024-07-02,91069,2316,206,848.177606013394,85269.05110699387,2.543126640239818,4.117367019482495,100.53207076260315
CMP-0015,Instagram,2023-09-14,21271,1450,111,509.9706427116351,29861.470825006807,6.816792816510741,4.594330114519235,58.55527421387684
CMP-0005,Google Ads,2024-12-28,57201,2223,141,3469.8577143555394,12636.918858235505,3.8862956941312214,24.608919959968365,3.641912694562052
CMP-0013,Facebook,2024-03-22,40087,2536,173,4890.407213653163,73425.9891692542,6.32624042707112,28.268249789902676,15.014289395832245
CMP-0030,Email,2024-07-16,33911,1537,216,3908.1903180398153,34559.780695785535,4.53245259650261,18.093473694628774,8.842911394632203
CMP-0030,YouTube,2024-09-06,4515,353,9,1240.532980959761,2597.0234808884825,7.818383167220376,137.83699788441788,2.0934739509136207
CMP-0028,YouTube,2024-12-21,37928,3007,93,508.9891359777677,9656.898636711492,7.928179708922169,5.473001462126534,18.972700896966295
CMP-0027,Google Ads,2023-05-08,57285,3038,143,3329.769955891902,49233.702533710355,5.303308021297023,23.285104586656658,14.785917101147838
CMP-0016,Google Ads,2023-04-11,17927,1240,28,297.1804137154535,9537.462928135186,6.916940927093211,10.613586204123338,32.09317467761246
CMP-0017,Instagram,2023-11-03,90279,4812,190,2881.290213782202,86728.63094897043,5.33014322267637,15.1646853356958,30.100623163233458
CMP-0019,Google Ads,2023-02-19,18883,467,17,4977.228056059941,6414.766306841265,2.4731239739448183,292.77812094470244,1.2888230626746293
CMP-0020,Email,2024-03-02,4501,248,6,3913.206716145666,859.4210638252755,5.509886691846257,652.201119357611,0.2196206656498246
CMP-0034,Email,2023-01-22,72829,5302,649,3298.299789534839,110489.72358396158,7.280067006274973,5.082126023936578,33.49899361317426
CMP-0028,Facebook,2024-04-13,51802,3411,431,582.5550351509587,85758.68969126142,6.584687849889965,1.3516358124152175,147.21130969031722
CMP-0026,LinkedIn,2023-03-13,8389,288,38,227.0146106154683,7644.985268902367,3.4330671116938847,5.974068700407061,33.67618167031516
CMP-0047,Instagram,2023-09-18,30808,1132,135,2430.6844745401886,51841.526700805356,3.6743702934302775,18.005070181779175,21.32795401616748
CMP-0045,YouTube,2024-06-27,16907,854,96,488.7313892301371,31674.357007912666,5.051162240492104,5.090951971147262,64.80933638784072
CMP-0038,Google Ads,2024-02-04,74103,1220,62,4630.5167795607795,7876.317265145511,1.6463570975534054,74.68575450904483,1.700958584128618
CMP-0021,Email,2023-08-23,5391,89,6,3141.4981271911724,2933.794520231242,1.6508996475607491,523.5830211985287,0.9338838991619457
CMP-0030,Email,2023-08-20,36774,2919,428,4471.316161224025,130341.07590054825,7.9376733561755595,10.447000376691646,29.150494217091403
CMP-0001,Google Ads,2023-08-06,13429,649,60,2289.18258884635,4232.490722515341,4.832824484324968,38.15304314743916,1.8489091884314632
CMP-0044,Organic,2023-04-14,17842,1053,59,1087.7185417732737,19911.19530228198,5.901804730411389,18.435907487682606,18.305466476485154
CMP-0004,Instagram,2024-04-15,51169,2334,228,3957.4889508650504,107437.34843356555,4.561355508217866,17.357407679232676,27.147858090691898
CMP-0007,LinkedIn,2024-08-04,7444,543,63,3385.003870297621,6482.339905914806,7.294465341214401,53.7302201634543,1.9150169850012186
CMP-0047,Email,2023-11-07,70253,3269,461,3223.3377009172036,123384.10678898863,4.653182070516562,6.992055750362698,38.278368026372036
CMP-0015,Email,2023-03-30,55319,4246,268,1447.5010993850908,39130.63003032716,7.675482203221316,5.40112350516825,27.033229920827097
CMP-0046,Email,2023-12-02,7481,353,44,4379.351730914113,3654.842283513317,4.718620505280042,99.53072115713894,0.8345623982914093
CMP-0050,YouTube,2024-02-03,88219,5553,716,4344.245520025049,82991.13329513952,6.294562395855769,6.067382011208169,19.103693129816705
CMP-0036,LinkedIn,2024-04-28,40993,1914,248,2065.182046904267,86041.22843928283,4.6690898446076154,8.327346963323656,41.66278152972504
CMP-0020,Organic,2024-07-13,55707,1830,219,4280.908363896878,89535.87479729191,3.2850449674188162,19.54752677578483,20.915157995997863
CMP-0042,Instagram,2024-04-04,84580,6286,442,4204.531784456483,146639.3514088821,7.432017025301489,9.512515349449057,34.876499673753344
CMP-0022,Email,2024-02-05,75849,919,70,3071.2158945167243,15150.146593220632,1.2116178196152882,43.87451277881035,4.932947442825281
CMP-0047,Facebook,2023-04-06,26886,1630,115,2250.8199692057233,31180.643830115303,6.062634828535297,19.572347558310636,13.853015459569798
CMP-0034,LinkedIn,2023-12-05,67289,2757,287,1515.070322546371,19693.8205061341,4.097252151168839,5.278990670893279,12.998618092548202
CMP-0019,Organic,2023-01-22,63548,3591,382,2336.8227275141485,125470.0517851304,5.65084660414175,6.117336983021331,53.692584511364366
CMP-0041,LinkedIn,2023-11-21,70004,3281,343,3638.4387886556915,143841.33559044896,4.686875035712245,10.607693261386856,39.53380665326366
CMP-0032,Google Ads,2024-12-28,6479,497,18,4385.583668834652,4457.609892141229,7.670936872974224,243.64353715748064,1.0164234064939675
CMP-0010,YouTube,2023-06-07,4808,287,41,,4154.218013266888,5.969217970049917,52.847159250214126,1.9172722243736222
CMP-0019,Instagram,2024-07-22,51245,3038,187,4750.597284827885,54354.08974766219,5.928383256903112,25.40426355522933,11.441527557230405
CMP-0023,Facebook,2024-04-11,87407,2218,110,4626.553795236792,13437.931043121062,2.537554200464494,42.05957995669811,2.904522812845256
CMP-0032,YouTube,2023-05-07,4034,204,27,2405.0972643044115,10607.901164546369,5.057015369360436,89.07767645571894,4.410591339479289
CMP-0016,Google Ads,2024-10-26,76642,5253,742,1653.9047871325986,212899.0553524028,6.85394431251794,2.2289821929010762,128.72509772555247
CMP-0023,Email,2024-04-26,35329,2710,121,2682.654010010791,27533.817294370063,7.670752073367488,22.170694297609842,10.263648309332037
CMP-0028,Google Ads,2024-07-08,61380,627,31,997.7195877288726,12627.498086345975,1.021505376344086,32.184502829963634,12.656359804552078
CMP-0042,Organic,2023-02-08,12478,711,57,2534.8388974354407,26747.37253118535,5.698028530213175,44.470857849744576,10.551902354917438
CMP-0008,Instagram,2024-11-10,63891,1628,166,2004.110003123905,26924.952507036247,2.548089715296364,12.072951826047621,13.434867579657302
CMP-0024,Google Ads,2023-08-03,9423,165,19,2792.7231762486776,7473.960707101703,1.7510347023241006,146.98543032887778,2.6762268350352905
CMP-0013,Instagram,2023-04-11,21842,815,100,4093.883329081801,40500.859818410114,3.731343283582089,40.93883329081801,9.893017597913293
CMP-0011,Facebook,2024-12-12,47259,1942,182,3610.983145957988,31815.28027891726,4.109270191921115,19.8405667360329,8.810697528325548
CMP-0005,Instagram,2023-02-21,51543,2498,203,3701.4976468753352,61654.55551443958,4.846438895679336,18.233978556036135,16.656651279107532
CMP-0044,YouTube,2023-08-01,98018,7067,718,4487.664799232779,174674.6794739621,7.2099002224081294,6.250229525393842,38.923290238572385
CMP-0016,LinkedIn,2024-10-18,23755,838,102,4954.767693551721,30175.73042797242,3.527678383498211,48.57615385835021,6.0902412170088205
CMP-0032,LinkedIn,2024-11-11,41096,3089,145,1480.5782988786934,49630.826716372496,7.51654662254234,10.210884819853058,33.521244201647484
CMP-0044,YouTube,2023-09-19,95098,1019,96,3453.9504252435,12680.719116578328,1.0715262150623568,35.978650262953124,3.671366856889485
CMP-0047,YouTube,2024-04-25,99401,6837,1021,4345.426263329929,233682.76238003754,6.878200420518908,4.256049229510214,53.77671791419719
CMP-0020,YouTube,2024-03-21,66926,3553,72,,28481.131552671995,5.308848579027583,26.820088674619345,14.749066506227841
CMP-0031,Facebook,2024-06-14,73270,3380,156,3668.179217598916,19808.956094754747,4.613074928347209,23.513969343582794,5.4002149076350525
CMP-0039,LinkedIn,2023-01-22,73720,5734,251,770.9951580068048,123337.65880905394,7.778079218665219,3.071693856600816,159.97202774646397
CMP-0001,Google Ads,2023-07-19,11483,457,58,1228.7685049551346,21469.63122524965,3.979796220499869,21.185663878536804,17.472478451938805
CMP-0050,Facebook,2023-02-02,1646,62,5,3456.522362833085,1434.6707791712538,3.766707168894289,691.304472566617,0.4150619115321875
CMP-0025,LinkedIn,2023-08-24,94400,2271,122,3022.1276073487174,21334.856353394374,2.4057203389830506,24.771537765153422,7.059548478864938
CMP-0005,YouTube,2024-10-06,69418,1246,159,1667.7122375317665,29501.245972121313,1.7949235068714167,10.488756210891614,17.68965011360923
CMP-0045,LinkedIn,2024-12-01,93825,7195,243,1000.1613772272673,87138.79097241488,7.668531841193711,4.115890441264474,87.12473102489567
CMP-0030,Google Ads,2024-12-04,23007,1432,56,3431.0521949306467,18630.11251198486,6.224192637023514,61.26878919519012,5.4298540079077515
CMP-0009,YouTube,2023-06-06,40542,2005,176,2218.831613562657,70273.4868104114,4.94548862907602,12.606997804333277,31.67139244855859
